"","countsOverlap","countsProCod","numJunctions","intronicLength"
"ENSG00000172482",0,NA,19,7575
"ENSG00000211882",0,NA,0,NA
"ENSG00000000971",0,NA,56,87503
"ENSG00000211883",0,NA,0,NA
"ENSG00000137802",2,1,259,43091
"ENSG00000211884",0,NA,0,NA
"ENSG00000148459",3,1,35,47194
"ENSG00000261567",0,NA,1,1699
"ENSG00000140553",3,1,91,16435
"ENSG00000131149",2,0,73,54640
"ENSG00000205592",2,0,291,151345
"ENSG00000184602",1,0,1,7435
"ENSG00000254707",2,0,2,3693
"ENSG00000227892",1,0,0,NA
"ENSG00000249679",1,1,1,355
"ENSG00000166408",1,0,0,NA
"ENSG00000153066",2,1,48,59521
"ENSG00000241008",1,0,0,NA
"ENSG00000154553",0,NA,43,25843
"ENSG00000170688",1,0,0,NA
"ENSG00000241061",1,1,0,NA
"ENSG00000169629",0,NA,81,57534
"ENSG00000134597",0,NA,11,8892
"ENSG00000113360",1,0,192,123961
"ENSG00000153347",1,0,42,56630
"ENSG00000020922",3,1,112,70663
"ENSG00000120899",0,NA,245,140015
"ENSG00000109072",4,1,25,5739
"ENSG00000254999",0,NA,5,10368
"ENSG00000172478",0,NA,14,8076
"ENSG00000211885",0,NA,0,NA
"ENSG00000156150",2,0,3,8851
"ENSG00000211886",0,NA,0,NA
"ENSG00000124786",0,NA,19,19618
"ENSG00000211887",0,NA,0,NA
"ENSG00000116785",0,NA,20,16339
"ENSG00000099219",1,1,95,61530
"ENSG00000120533",1,1,49,4851
"ENSG00000186150",0,NA,0,NA
"ENSG00000162510",1,0,11,7712
"ENSG00000197106",2,0,12,45084
"ENSG00000126883",3,0,195,96135
"ENSG00000032389",1,0,69,183201
"ENSG00000136280",0,NA,109,68809
"ENSG00000226321",2,0,46,69269
"ENSG00000244414",1,1,17,10242
"ENSG00000162511",1,0,15,22085
"ENSG00000116396",1,0,17,62419
"ENSG00000254642",1,1,0,NA
"ENSG00000255420",0,NA,2,3651
"ENSG00000254921",1,1,2,3046
"ENSG00000248332",1,1,5,7318
"ENSG00000246820",0,NA,2,6005
"ENSG00000104946",2,1,82,6610
"ENSG00000254900",0,NA,1,1289
"ENSG00000165066",0,NA,3,3083
"ENSG00000254665",2,1,1,2508
"ENSG00000100577",1,1,101,2242
"ENSG00000255159",1,1,6,40204
"ENSG00000162512",0,NA,11,32235
"ENSG00000162775",1,0,3,3508
"ENSG00000136478",0,NA,55,106995
"ENSG00000171928",0,NA,45,19866
"ENSG00000162804",3,1,157,83168
"ENSG00000029534",5,0,360,232790
"ENSG00000080910",2,1,21,138237
"ENSG00000127720",2,1,46,117084
"ENSG00000134644",5,0,248,127889
"ENSG00000168679",1,0,59,25077
"ENSG00000161010",5,1,106,18555
"ENSG00000102181",1,0,55,126760
"ENSG00000134365",1,1,19,28528
"ENSG00000147003",1,0,5,36141
"ENSG00000134389",0,NA,18,29318
"ENSG00000007402",1,0,305,135163
"ENSG00000177311",1,0,50,111890
"ENSG00000169239",2,0,30,91073
"ENSG00000211888",0,NA,0,NA
"ENSG00000229164",0,NA,3,3680
"ENSG00000259003",1,0,3,1628
"ENSG00000129562",0,NA,9,23566
"ENSG00000143278",0,NA,13,25639
"ENSG00000227471",0,NA,22,27427
"ENSG00000168438",2,1,63,69669
"ENSG00000154642",2,0,19,24192
"ENSG00000111445",1,0,64,16309
"ENSG00000066279",1,0,75,51707
"ENSG00000120253",1,0,43,20821
"ENSG00000122299",0,NA,116,39632
"ENSG00000127311",0,NA,52,36561
"ENSG00000188064",1,0,14,51723
"ENSG00000100439",1,0,38,11010
"ENSG00000127561",1,0,12,1201
"ENSG00000165637",0,NA,101,18480
"ENSG00000169249",0,NA,16,30723
"ENSG00000134248",1,0,19,4308
"ENSG00000234951",4,1,11,NA
"ENSG00000055118",0,NA,59,26352
"ENSG00000182257",2,1,3,1851
"ENSG00000127080",1,1,17,51928
"ENSG00000223757",1,1,66,NA
"ENSG00000182287",0,NA,25,23771
"ENSG00000129028",1,1,4,9047
"ENSG00000183624",0,NA,39,24583
"ENSG00000143125",1,0,2,4819
"ENSG00000122085",1,1,61,20237
"ENSG00000110881",0,NA,65,20332
"ENSG00000143105",0,NA,0,NA
"ENSG00000187720",7,1,58,670647
"ENSG00000109851",0,NA,6,2965
"ENSG00000177301",0,NA,11,33887
"ENSG00000267952",2,1,3,11939
"ENSG00000198816",2,1,2,3665
"ENSG00000013725",1,0,94,42754
"ENSG00000255819",3,1,128,35216
"ENSG00000134086",1,0,5,7003
"ENSG00000254860",1,1,10,11696
"ENSG00000177272",0,NA,0,NA
"ENSG00000143119",0,NA,20,24703
"ENSG00000197182",8,1,15,54340
"ENSG00000090530",3,0,47,160122
"ENSG00000090674",2,1,44,7439
"ENSG00000242088",1,1,0,NA
"ENSG00000224078",94,1,216,409808
"ENSG00000154645",1,0,35,363034
"ENSG00000186951",0,NA,52,81174
"ENSG00000177888",0,NA,19,38311
"ENSG00000172331",0,NA,9,30472
"ENSG00000205038",1,0,104,154204
"ENSG00000179104",1,0,45,439685
"ENSG00000121931",1,0,7,13277
"ENSG00000136754",3,1,131,110272
"ENSG00000133149",1,1,8,371
"ENSG00000095002",3,1,52,154809
"ENSG00000187187",1,0,40,27913
"ENSG00000115687",2,1,122,33502
"ENSG00000103653",1,0,92,16579
"ENSG00000156171",1,1,63,19759
"ENSG00000154646",1,0,34,212559
"ENSG00000109854",0,NA,29,17306
"ENSG00000134376",3,0,79,263949
"ENSG00000084628",0,NA,25,56830
"ENSG00000124126",1,0,99,196625
"ENSG00000253973",1,1,4,59511
"ENSG00000131153",1,1,10,10618
"ENSG00000213538",1,1,0,NA
"ENSG00000255097",1,1,1,2502
"ENSG00000254884",1,1,0,NA
"ENSG00000254397",1,1,1,2535
"ENSG00000016864",2,1,92,7773
"ENSG00000243964",0,NA,0,NA
"ENSG00000255463",0,NA,0,NA
"ENSG00000060688",1,0,32,33245
"ENSG00000239470",0,NA,0,NA
"ENSG00000206077",1,1,23,52815
"ENSG00000143971",0,NA,6,9746
"ENSG00000245522",1,1,3,2134
"ENSG00000224264",2,1,76,NA
"ENSG00000246273",2,1,12,49059
"ENSG00000149177",2,0,43,180705
"ENSG00000106829",1,0,248,146929
"ENSG00000171853",1,0,99,96250
"ENSG00000072201",5,1,38,236399
"ENSG00000255476",2,1,2,89537
"ENSG00000244482",4,1,72,21739
"ENSG00000113552",0,NA,69,17338
"ENSG00000254765",1,1,0,NA
"ENSG00000254865",1,1,1,15397
"ENSG00000254719",1,1,0,NA
"ENSG00000254554",0,NA,1,246
"ENSG00000177112",2,1,10,57265
"ENSG00000225899",0,NA,6,807
"ENSG00000114999",0,NA,10,43862
"ENSG00000134070",1,0,12,75408
"ENSG00000134255",1,1,50,37075
"ENSG00000121766",1,0,39,66059
"ENSG00000069020",3,0,204,558593
"ENSG00000255125",2,1,2,17874
"ENSG00000213047",5,0,94,257770
"ENSG00000246308",1,1,2,11302
"ENSG00000247271",2,1,5,46552
"ENSG00000267120",3,1,15,4266
"ENSG00000163347",0,NA,4,13115
"ENSG00000122786",0,NA,189,216572
"ENSG00000179913",0,NA,7,15957
"ENSG00000198677",1,0,116,83063
"ENSG00000161265",2,1,83,108
"ENSG00000271605",0,NA,7,2276
"ENSG00000174721",0,NA,1,351
"ENSG00000152556",1,1,281,34012
"ENSG00000165675",1,0,69,275685
"ENSG00000250041",1,0,2,13493
"ENSG00000095564",0,NA,67,98922
"ENSG00000254401",2,1,6,63931
"ENSG00000129194",1,1,3,453
"ENSG00000256525",1,0,35,15876
"ENSG00000115685",1,1,116,30308
"ENSG00000248099",0,NA,4,4142
"ENSG00000243897",2,1,32,NA
"ENSG00000066117",0,NA,63,10619
"ENSG00000162777",1,1,45,11859
"ENSG00000255804",0,NA,0,NA
"ENSG00000155463",1,0,68,2031
"ENSG00000129245",4,1,29,19327
"ENSG00000123572",1,0,65,127631
"ENSG00000121769",0,NA,14,10206
"ENSG00000254957",1,0,1,791
"ENSG00000125630",0,NA,115,28926
"ENSG00000197223",0,NA,24,66243
"ENSG00000135218",4,1,159,299738
"ENSG00000168528",1,1,51,21607
"ENSG00000126010",1,0,2,27539
"ENSG00000154654",2,0,51,536309
"ENSG00000203724",0,NA,6,4113
"ENSG00000182798",1,0,3,2375
"ENSG00000181355",1,0,113,610677
"ENSG00000047230",2,1,59,119445
"ENSG00000143355",0,NA,27,13577
"ENSG00000105639",0,NA,98,16502
"ENSG00000155903",2,0,70,122341
"ENSG00000167962",1,0,69,7474
"ENSG00000268950",1,1,0,NA
"ENSG00000142910",0,NA,69,5257
"ENSG00000165731",0,NA,42,46683
"ENSG00000064886",1,1,97,39389
"ENSG00000198742",1,0,47,110408
"ENSG00000151414",1,0,36,159987
"ENSG00000237297",0,NA,5,1431
"ENSG00000232420",0,NA,6,4566
"ENSG00000233021",1,1,1,3053
"ENSG00000162004",2,1,101,228
"ENSG00000225140",1,1,1,962
"ENSG00000242357",2,1,1,2516
"ENSG00000231601",0,NA,1,544
"ENSG00000229524",1,1,233,NA
"ENSG00000197102",2,0,106,70515
"ENSG00000155974",2,0,192,450408
"ENSG00000205643",0,NA,15,4668
"ENSG00000151418",0,NA,16,17000
"ENSG00000146205",0,NA,59,31195
"ENSG00000181585",0,NA,3,7733
"ENSG00000168348",0,NA,0,NA
"ENSG00000225362",2,1,8,2404
"ENSG00000156510",2,0,35,42967
"ENSG00000185963",0,NA,13,47029
"ENSG00000053328",1,1,5,110575
"ENSG00000269738",1,1,1,499
"ENSG00000136834",0,NA,0,NA
"ENSG00000197233",0,NA,0,NA
"ENSG00000168876",1,1,18,2430
"ENSG00000239590",0,NA,0,NA
"ENSG00000130943",0,NA,0,NA
"ENSG00000198157",0,NA,37,85834
"ENSG00000206549",4,1,15,97510
"ENSG00000171505",0,NA,0,NA
"ENSG00000171501",0,NA,0,NA
"ENSG00000268632",1,1,1,2702
"ENSG00000081237",2,0,242,110272
"ENSG00000075234",0,NA,47,22487
"ENSG00000171496",0,NA,0,NA
"ENSG00000165202",1,0,0,NA
"ENSG00000171484",1,0,0,NA
"ENSG00000131507",0,NA,11,39923
"ENSG00000231925",0,NA,44,9643
"ENSG00000127081",1,0,12,29007
"ENSG00000270897",1,0,0,NA
"ENSG00000121764",1,1,33,12338
"ENSG00000255123",0,NA,0,NA
"ENSG00000113946",0,NA,9,86027
"ENSG00000134216",1,0,89,25082
"ENSG00000128000",1,0,24,18739
"ENSG00000072041",0,NA,45,45361
"ENSG00000141127",4,0,172,86519
"ENSG00000255260",0,NA,1,103
"ENSG00000151838",3,1,38,68993
"ENSG00000255351",2,1,1,289
"ENSG00000255462",1,1,1,3328
"ENSG00000255309",0,NA,0,NA
"ENSG00000255492",1,1,0,NA
"ENSG00000176871",1,1,66,25996
"ENSG00000154556",5,0,464,354521
"ENSG00000162517",2,1,24,12266
"ENSG00000115677",3,1,286,77651
"ENSG00000127084",0,NA,83,82751
"ENSG00000183354",3,1,25,118388
"ENSG00000154102",2,0,17,58869
"ENSG00000129535",2,1,11,31801
"ENSG00000169228",1,1,42,486
"ENSG00000168970",3,1,144,12220
"ENSG00000028310",2,1,184,32978
"ENSG00000174373",4,0,264,257735
"ENSG00000029639",2,1,25,54259
"ENSG00000084636",1,0,329,42785
"ENSG00000229869",0,NA,2,9313
"ENSG00000232656",3,1,17,20264
"ENSG00000066933",7,1,279,276084
"ENSG00000087266",0,NA,178,34130
"ENSG00000173679",0,NA,0,NA
"ENSG00000254486",0,NA,1,27604
"ENSG00000171481",0,NA,0,NA
"ENSG00000118363",1,0,21,26812
"ENSG00000254991",0,NA,1,5188
"ENSG00000136939",0,NA,0,NA
"ENSG00000227184",0,NA,1,5140
"ENSG00000255400",0,NA,1,2002
"ENSG00000171459",0,NA,0,NA
"ENSG00000198398",0,NA,4,19778
"ENSG00000124688",0,NA,6,9537
"ENSG00000148215",0,NA,0,NA
"ENSG00000136940",1,1,7,27100
"ENSG00000173947",0,NA,15,2469
"ENSG00000254680",1,1,1,1249
"ENSG00000254983",1,1,1,4301
"ENSG00000254847",0,NA,1,2367
"ENSG00000164867",1,1,93,17669
"ENSG00000254688",1,1,1,745
"ENSG00000255067",1,1,1,221
"ENSG00000120265",3,1,57,59158
"ENSG00000203258",1,1,1,1175
"ENSG00000251381",1,0,16,24843
"ENSG00000131148",4,1,14,23834
"ENSG00000178209",1,0,318,44640
"ENSG00000119950",2,0,46,75163
"ENSG00000085465",0,NA,20,10485
"ENSG00000204564",2,0,45,4058
"ENSG00000184897",1,0,0,NA
"ENSG00000172771",0,NA,30,19548
"ENSG00000197782",2,0,55,13837
"ENSG00000169906",1,1,2,4060
"ENSG00000175619",0,NA,0,NA
"ENSG00000104951",3,1,52,37334
"ENSG00000116833",3,0,26,142039
"ENSG00000172208",0,NA,0,NA
"ENSG00000176567",0,NA,0,NA
"ENSG00000169895",0,NA,10,39295
"ENSG00000176555",0,NA,0,NA
"ENSG00000176547",0,NA,0,NA
"ENSG00000176540",0,NA,0,NA
"ENSG00000237388",0,NA,0,NA
"ENSG00000116455",3,1,37,6692
"ENSG00000182053",0,NA,6,7645
"ENSG00000139970",1,0,41,268791
"ENSG00000227642",2,1,44,NA
"ENSG00000100580",3,1,5,34310
"ENSG00000099341",0,NA,36,6190
"ENSG00000245317",1,1,1,818
"ENSG00000205155",3,1,8,563
"ENSG00000153317",3,0,169,383314
"ENSG00000168421",0,NA,39,49332
"ENSG00000075218",0,NA,17,29838
"ENSG00000197226",1,1,92,34341
"ENSG00000203721",0,NA,7,30059
"ENSG00000162139",0,NA,18,26418
"ENSG00000205922",0,NA,1,20299
"ENSG00000162702",0,NA,4,223
"ENSG00000112357",2,0,22,89538
"ENSG00000165204",1,1,0,NA
"ENSG00000056586",1,0,110,49262
"ENSG00000118193",0,NA,29,61990
"ENSG00000110448",0,NA,14,22247
"ENSG00000116459",1,1,27,10533
"ENSG00000129071",0,NA,44,5886
"ENSG00000100505",1,0,32,111868
"ENSG00000243667",2,1,32,30556
"ENSG00000100889",1,1,84,12367
"ENSG00000086712",2,1,17,53642
"ENSG00000153774",4,1,28,136571
"ENSG00000204828",0,NA,0,NA
"ENSG00000177082",0,NA,96,5440
"ENSG00000118197",1,0,37,41616
"ENSG00000120215",1,1,17,16727
"ENSG00000214891",0,NA,6,4061
"ENSG00000204767",1,1,4,113481
"ENSG00000154719",0,NA,26,20673
"ENSG00000029993",0,NA,18,6306
"ENSG00000124198",0,NA,39,105897
"ENSG00000143110",0,NA,12,1958
"ENSG00000157014",3,1,35,32162
"ENSG00000114902",1,1,13,871
"ENSG00000134627",2,0,57,73046
"ENSG00000184261",2,1,2,47676
"ENSG00000121753",1,0,331,30049
"ENSG00000121933",2,1,28,76137
"ENSG00000174343",0,NA,7,16728
"ENSG00000118200",0,NA,56,113387
"ENSG00000131171",1,0,13,94307
"ENSG00000171561",0,NA,0,NA
"ENSG00000060566",0,NA,46,16785
"ENSG00000137491",2,0,99,95651
"ENSG00000137547",0,NA,11,11505
"ENSG00000167987",0,NA,12,27407
"ENSG00000268485",1,1,0,NA
"ENSG00000270704",3,1,0,NA
"ENSG00000229205",0,NA,3,2113
"ENSG00000271347",2,1,0,NA
"ENSG00000168385",2,1,237,31568
"ENSG00000257647",2,0,1,3886
"ENSG00000257151",2,0,0,NA
"ENSG00000233052",1,1,1,279
"ENSG00000130270",0,NA,145,23203
"ENSG00000270246",2,0,0,NA
"ENSG00000172426",1,1,9,24928
"ENSG00000107864",7,0,18,236511
"ENSG00000213347",2,1,43,6154
"ENSG00000168490",0,NA,16,8474
"ENSG00000116473",5,1,43,168752
"ENSG00000162188",2,1,2,664
"ENSG00000225998",1,1,23,NA
"ENSG00000114125",0,NA,13,6213
"ENSG00000132498",3,0,36,62951
"ENSG00000214753",1,1,14,9439
"ENSG00000213809",2,1,29,16499
"ENSG00000102195",1,0,1,2863
"ENSG00000261069",3,0,0,NA
"ENSG00000183971",1,0,4,9639
"ENSG00000180346",0,NA,0,NA
"ENSG00000170128",0,NA,0,NA
"ENSG00000205696",1,1,3,29226
"ENSG00000185477",0,NA,1,57382
"ENSG00000163362",0,NA,34,19289
"ENSG00000163694",4,0,56,199075
"ENSG00000197852",3,1,10,64462
"ENSG00000270523",1,0,0,NA
"ENSG00000103375",0,NA,10,11795
"ENSG00000137040",0,NA,1,NA
"ENSG00000270814",1,0,0,NA
"ENSG00000167588",0,NA,31,3519
"ENSG00000145335",2,0,45,110213
"ENSG00000261529",2,1,0,NA
"ENSG00000235731",0,NA,3,91473
"ENSG00000223628",0,NA,0,NA
"ENSG00000236236",1,1,73,NA
"ENSG00000096872",3,1,96,112161
"ENSG00000109220",2,1,16,53589
"ENSG00000137033",0,NA,17,38955
"ENSG00000203797",0,NA,16,25598
"ENSG00000221823",3,1,29,124804
"ENSG00000100416",0,NA,96,17892
"ENSG00000064703",1,1,35,6758
"ENSG00000179168",1,0,12,1373
"ENSG00000259011",0,NA,1,11189
"ENSG00000234962",0,NA,5,6113
"ENSG00000065054",0,NA,41,10131
"ENSG00000226694",0,NA,1,8822
"ENSG00000227912",1,1,1,809
"ENSG00000196371",2,1,0,NA
"ENSG00000231326",1,0,5,19752
"ENSG00000116852",0,NA,156,42194
"ENSG00000166025",2,0,37,160303
"ENSG00000163138",1,0,168,52610
"ENSG00000234556",0,NA,2,9253
"ENSG00000107890",1,0,98,100377
"ENSG00000234170",0,NA,3,337
"ENSG00000261603",1,1,3,15868
"ENSG00000114904",2,0,63,56126
"ENSG00000131143",1,1,47,3623
"ENSG00000188086",3,1,12,67348
"ENSG00000157017",3,1,58,5216
"ENSG00000269563",0,NA,0,NA
"ENSG00000116062",2,1,44,18665
"ENSG00000164346",1,1,13,8167
"ENSG00000268503",2,1,0,NA
"ENSG00000160131",0,NA,7,7745
"ENSG00000129214",3,1,101,17514
"ENSG00000100583",1,1,4,12196
"ENSG00000139921",2,0,16,12893
"ENSG00000165555",1,1,16,27010
"ENSG00000171385",2,0,18,210638
"ENSG00000115946",1,1,11,15728
"ENSG00000198873",4,0,30,245098
"ENSG00000206187",3,1,5,148411
"ENSG00000229859",0,NA,30,4760
"ENSG00000163687",0,NA,43,19301
"ENSG00000147654",0,NA,40,22717
"ENSG00000258965",1,0,0,NA
"ENSG00000166049",1,0,29,108703
"ENSG00000258931",1,0,1,863
"ENSG00000198060",1,0,12,58177
"ENSG00000257383",1,1,1,NA
"ENSG00000257601",1,1,4,NA
"ENSG00000105609",0,NA,60,857
"ENSG00000227129",0,NA,19,NA
"ENSG00000134668",1,0,100,18558
"ENSG00000143079",2,0,10,59026
"ENSG00000213024",3,1,53,16924
"ENSG00000259150",0,NA,14,15238
"ENSG00000103253",2,1,65,3703
"ENSG00000236104",0,NA,3,811
"ENSG00000171217",1,1,1,11328
"ENSG00000235160",0,NA,3,50757
"ENSG00000074771",0,NA,13,58505
"ENSG00000096080",1,1,13,15209
"ENSG00000268156",1,1,0,NA
"ENSG00000269506",2,1,0,NA
"ENSG00000180613",1,1,4,1059
"ENSG00000196767",0,NA,0,NA
"ENSG00000151445",1,1,136,27603
"ENSG00000205730",2,1,1,NA
"ENSG00000134245",0,NA,14,51070
"ENSG00000183035",0,NA,4,23450
"ENSG00000187678",1,0,7,10103
"ENSG00000081248",1,0,85,66930
"ENSG00000261427",3,1,9,58675
"ENSG00000235518",1,1,1,1140
"ENSG00000242793",1,1,0,NA
"ENSG00000168495",0,NA,30,3892
"ENSG00000228907",0,NA,7,NA
"ENSG00000258852",4,1,3,NA
"ENSG00000119912",0,NA,86,114818
"ENSG00000198780",2,0,69,82533
"ENSG00000178055",0,NA,6,2702
"ENSG00000004139",5,1,38,28566
"ENSG00000243789",1,1,25,7535
"ENSG00000160808",1,1,14,22945
"ENSG00000007341",1,1,250,89219
"ENSG00000147256",0,NA,46,28482
"ENSG00000231738",0,NA,37,17889
"ENSG00000162222",0,NA,15,9572
"ENSG00000006607",3,1,117,129617
"ENSG00000154721",3,1,48,72365
"ENSG00000163913",0,NA,367,70870
"ENSG00000237500",0,NA,1,519
"ENSG00000235281",0,NA,2,64408
"ENSG00000231743",0,NA,0,NA
"ENSG00000185238",0,NA,57,116313
"ENSG00000155592",1,0,16,13967
"ENSG00000102054",1,1,62,23751
"ENSG00000185467",0,NA,9,32217
"ENSG00000114124",1,0,3,37107
"ENSG00000165644",0,NA,26,485
"ENSG00000069849",2,0,50,47819
"ENSG00000182551",1,0,7,16820
"ENSG00000123561",0,NA,9,3557
"ENSG00000156515",2,0,170,125762
"ENSG00000234182",0,NA,2,1975
"ENSG00000072133",0,NA,54,121084
"ENSG00000184007",3,0,52,32020
"ENSG00000237399",1,1,11,21976
"ENSG00000236968",0,NA,2,2997
"ENSG00000226762",0,NA,3,16453
"ENSG00000227338",0,NA,1,551
"ENSG00000103528",1,1,39,92835
"ENSG00000233321",0,NA,4,15117
"ENSG00000139926",5,0,90,232234
"ENSG00000157502",0,NA,9,36314
"ENSG00000130758",1,0,30,19274
"ENSG00000109475",0,NA,25,6458
"ENSG00000188766",0,NA,25,5311
"ENSG00000232237",0,NA,2,11207
"ENSG00000266027",4,1,44,NA
"ENSG00000116857",0,NA,50,32894
"ENSG00000169826",0,NA,11,43079
"ENSG00000171490",0,NA,66,11580
"ENSG00000261717",3,1,6,51496
"ENSG00000236892",0,NA,2,4217
"ENSG00000241685",1,1,51,59726
"ENSG00000155465",1,1,105,51487
"ENSG00000229058",0,NA,93,NA
"ENSG00000001630",2,1,25,26739
"ENSG00000119865",0,NA,9,32336
"ENSG00000229672",0,NA,5,11406
"ENSG00000259122",0,NA,1,4853
"ENSG00000228740",1,1,2,2737
"ENSG00000228353",0,NA,1,525
"ENSG00000212673",2,1,0,NA
"ENSG00000230573",0,NA,1,244
"ENSG00000214254",1,1,0,NA
"ENSG00000121774",1,0,34,43444
"ENSG00000226005",0,NA,1,705
"ENSG00000204560",1,1,37,15931
"ENSG00000182601",5,0,2,442286
"ENSG00000113578",2,0,34,100833
"ENSG00000227101",0,NA,1,2823
"ENSG00000243708",2,1,43,5944
"ENSG00000268614",2,1,9,5532
"ENSG00000077463",0,NA,81,5714
"ENSG00000133640",0,NA,63,219403
"ENSG00000236990",0,NA,3,35004
"ENSG00000163395",1,0,110,26035
"ENSG00000233117",0,NA,2,7563
"ENSG00000147231",1,0,49,62674
"ENSG00000112715",0,NA,127,1876
"ENSG00000115694",1,1,161,9488
"ENSG00000166822",2,1,15,16877
"ENSG00000137877",5,1,68,33663
"ENSG00000004809",1,0,43,48174
"ENSG00000197061",0,NA,0,NA
"ENSG00000120256",1,1,17,42406
"ENSG00000164736",0,NA,1,613
"ENSG00000121775",2,0,79,27386
"ENSG00000187475",0,NA,0,NA
"ENSG00000081277",0,NA,45,43346
"ENSG00000130032",0,NA,12,4442
"ENSG00000185670",0,NA,3,2524
"ENSG00000119953",0,NA,19,8812
"ENSG00000168002",0,NA,47,3249
"ENSG00000130244",1,1,34,1360
"ENSG00000186280",0,NA,3,22862
"ENSG00000180596",0,NA,1,8221
"ENSG00000170777",0,NA,2,56
"ENSG00000235268",0,NA,0,NA
"ENSG00000149218",0,NA,1,38150
"ENSG00000180573",0,NA,2,13305
"ENSG00000149212",1,0,34,56645
"ENSG00000134853",1,1,74,59447
"ENSG00000183542",1,1,3,1449
"ENSG00000104237",0,NA,3,7671
"ENSG00000147854",2,1,69,84005
"ENSG00000124207",0,NA,72,46939
"ENSG00000136274",0,NA,8,3567
"ENSG00000232866",0,NA,0,NA
"ENSG00000185775",0,NA,5,1921
"ENSG00000198915",0,NA,45,66328
"ENSG00000183196",1,0,5,14867
"ENSG00000178449",1,1,8,51560
"ENSG00000184508",1,1,14,NA
"ENSG00000105640",1,0,22,755
"ENSG00000154529",3,0,87,225956
"ENSG00000116489",4,1,30,48327
"ENSG00000204209",0,NA,37,7060
"ENSG00000169230",1,1,23,1315
"ENSG00000118194",1,1,248,11489
"ENSG00000255767",2,1,2,15555
"ENSG00000115956",1,0,11,28975
"ENSG00000049618",3,0,119,416538
"ENSG00000165655",2,0,3,731
"ENSG00000138722",0,NA,30,69597
"ENSG00000255641",2,1,6,22698
"ENSG00000155363",1,0,147,21117
"ENSG00000025800",1,0,68,60859
"ENSG00000168298",0,NA,0,NA
"ENSG00000136270",3,0,71,6158
"ENSG00000260092",3,1,4,14776
"ENSG00000147378",0,NA,7,6092
"ENSG00000197150",1,0,165,10038
"ENSG00000055957",0,NA,114,9956
"ENSG00000150201",0,NA,19,3928
"ENSG00000258624",1,1,0,NA
"ENSG00000137571",4,0,37,158039
"ENSG00000206579",4,1,2,419787
"ENSG00000158373",1,0,1,12332
"ENSG00000176720",1,0,4,12765
"ENSG00000165259",2,1,30,177721
"ENSG00000148908",0,NA,14,41636
"ENSG00000253976",1,1,2,6345
"ENSG00000227074",3,1,11,NA
"ENSG00000197697",0,NA,0,NA
"ENSG00000147642",2,1,172,110805
"ENSG00000176946",2,1,17,49906
"ENSG00000253857",1,1,2,2474
"ENSG00000148655",8,0,31,952798
"ENSG00000169891",2,0,57,195240
"ENSG00000137203",1,0,84,18244
"ENSG00000206409",1,1,14,NA
"ENSG00000140506",1,0,54,8945
"ENSG00000155897",2,0,37,256183
"ENSG00000197181",0,NA,67,76539
"ENSG00000188987",0,NA,0,NA
"ENSG00000229077",0,NA,87,NA
"ENSG00000179299",1,0,38,55374
"ENSG00000084652",0,NA,19,13507
"ENSG00000168397",1,1,182,30021
"ENSG00000171865",2,1,19,10967
"ENSG00000261210",2,0,7,35389
"ENSG00000205810",1,1,17,7098
"ENSG00000106992",2,0,28,8605
"ENSG00000159166",1,1,29,23139
"ENSG00000103966",1,0,7,68766
"ENSG00000160801",2,1,92,23315
"ENSG00000160050",1,0,19,2189
"ENSG00000166965",1,0,41,3291
"ENSG00000140968",0,NA,37,18655
"ENSG00000188089",2,0,49,63637
"ENSG00000147255",3,0,91,119408
"ENSG00000135702",1,1,6,3393
"ENSG00000155366",1,1,81,2307
"ENSG00000159173",1,0,49,18591
"ENSG00000229183",2,1,31,25433
"ENSG00000230048",0,NA,66,NA
"ENSG00000160051",1,0,8,764
"ENSG00000167904",2,1,57,70380
"ENSG00000133135",0,NA,17,99775
"ENSG00000197701",2,0,14,30995
"ENSG00000222046",1,1,14,5240
"ENSG00000075275",1,0,43,163557
"ENSG00000174521",0,NA,2,NA
"ENSG00000131042",0,NA,82,3568
"ENSG00000151923",0,NA,94,17887
"ENSG00000163686",0,NA,32,54612
"ENSG00000174307",0,NA,6,1720
"ENSG00000160055",2,1,62,4321
"ENSG00000103037",1,0,59,629
"ENSG00000136758",1,1,81,37840
"ENSG00000154723",2,1,25,17133
"ENSG00000159176",1,0,69,15615
"ENSG00000138166",0,NA,6,11096
"ENSG00000169813",0,NA,19,20303
"ENSG00000111530",0,NA,39,37032
"ENSG00000183862",0,NA,5,4025
"ENSG00000032444",2,1,242,20737
"ENSG00000124214",1,0,94,70951
"ENSG00000139624",1,1,117,31494
"ENSG00000240720",2,1,26,60072
"ENSG00000197409",1,1,1,1590
"ENSG00000155367",1,1,47,9638
"ENSG00000186130",0,NA,1,1170
"ENSG00000071539",1,1,35,23169
"ENSG00000197696",0,NA,4,2415
"ENSG00000184434",1,1,6,8953
"ENSG00000079313",3,0,34,28033
"ENSG00000205084",2,1,43,14362
"ENSG00000203623",2,0,0,NA
"ENSG00000084623",1,1,37,7962
"ENSG00000206408",2,1,24,NA
"ENSG00000140612",1,0,40,41439
"ENSG00000205809",2,1,24,13967
"ENSG00000100897",2,1,202,4709
"ENSG00000196866",1,1,0,NA
"ENSG00000197846",0,NA,0,NA
"ENSG00000168393",0,NA,22,8806
"ENSG00000268592",1,1,0,NA
"ENSG00000147381",1,0,30,9592
