"ensembl_gene_id" "percentage_gene_gc_content"
"25901" "ENSG00000249460" 37.45
"25902" "ENSG00000249463" 28.17
"25903" "ENSG00000249464" 37.16
"25904" "ENSG00000249465" 48.41
"25905" "ENSG00000249467" 54.93
"25906" "ENSG00000249471" 58.99
"25907" "ENSG00000249474" 44.28
"25908" "ENSG00000249476" 42.43
"25909" "ENSG00000249478" 51.57
"25910" "ENSG00000249479" 36.16
"25911" "ENSG00000249481" 42.29
"25912" "ENSG00000249484" 37.67
"25913" "ENSG00000249485" 44.28
"25914" "ENSG00000249487" 39.06
"25915" "ENSG00000249490" 40.12
"25916" "ENSG00000249491" 44.98
"25917" "ENSG00000249492" 36.71
"25918" "ENSG00000249493" 35.73
"25919" "ENSG00000249494" 40.19
"25920" "ENSG00000249502" 43.81
"25921" "ENSG00000249504" 53.61
"25922" "ENSG00000249509" 40.94
"25923" "ENSG00000249515" 35.62
"25924" "ENSG00000249520" 37.9
"25925" "ENSG00000249521" 37.98
"25926" "ENSG00000249526" 53.35
"25927" "ENSG00000249531" 32.08
"25928" "ENSG00000249532" 33.61
"25929" "ENSG00000249540" 47.52
"25930" "ENSG00000249545" 34.77
"25931" "ENSG00000249550" 47.81
"25932" "ENSG00000249551" 44.52
"25933" "ENSG00000249553" 37.77
"25934" "ENSG00000249565" 50.64
"25935" "ENSG00000249568" 33.1
"25936" "ENSG00000249572" 40.72
"25937" "ENSG00000249574" 60.7
"25938" "ENSG00000249577" 37.04
"25939" "ENSG00000249592" 50.65
"25940" "ENSG00000249593" 41.89
"25941" "ENSG00000249599" 37.67
"25942" "ENSG00000249602" 46.75
"25943" "ENSG00000249604" 38.55
"25944" "ENSG00000249609" 48.99
"25945" "ENSG00000249610" 42.83
"25946" "ENSG00000249613" 36.15
"25947" "ENSG00000249618" 35.71
"25948" "ENSG00000249621" 38.59
"25949" "ENSG00000249623" 39.88
"25950" "ENSG00000249626" 41.28
"25951" "ENSG00000249628" 53.19
"25952" "ENSG00000249631" 37.96
"25953" "ENSG00000249635" 39.45
"25954" "ENSG00000249637" 44.25
"25955" "ENSG00000249638" 34.64
"25956" "ENSG00000249639" 48.05
"25957" "ENSG00000249641" 56.39
"25958" "ENSG00000249642" 36.16
"25959" "ENSG00000249645" 37.86
"25960" "ENSG00000249646" 43.43
"25961" "ENSG00000249650" 59.16
"25962" "ENSG00000249655" 43.27
"25963" "ENSG00000249658" 52.24
"25964" "ENSG00000249661" 63.07
"25965" "ENSG00000249669" 51.97
"25966" "ENSG00000249673" 50.56
"25967" "ENSG00000249679" 62.57
"25968" "ENSG00000249680" 49.91
"25969" "ENSG00000249684" 51.22
"25970" "ENSG00000249685" 41.75
"25971" "ENSG00000249690" 45.58
"25972" "ENSG00000249693" 40.67
"25973" "ENSG00000249695" 53.7
"25974" "ENSG00000249700" 43.19
"25975" "ENSG00000249706" 43.24
"25976" "ENSG00000249708" 43.11
"25977" "ENSG00000249710" 38.94
"25978" "ENSG00000249713" 39.19
"25979" "ENSG00000249715" 50.75
"25980" "ENSG00000249721" 42.67
"25981" "ENSG00000249725" 38.54
"25982" "ENSG00000249727" 39.87
"25983" "ENSG00000249736" 40.66
"25984" "ENSG00000249737" 39.53
"25985" "ENSG00000249738" 41.56
"25986" "ENSG00000249740" 41.21
"25987" "ENSG00000249741" 43.33
"25988" "ENSG00000249743" 43.09
"25989" "ENSG00000249746" 35.26
"25990" "ENSG00000249747" 36.37
"25991" "ENSG00000249748" 41.38
"25992" "ENSG00000249751" 51.11
"25993" "ENSG00000249755" 49.16
"25994" "ENSG00000249764" 47.02
"25995" "ENSG00000249767" 45.29
"25996" "ENSG00000249772" 46.39
"25997" "ENSG00000249776" 34.61
"25998" "ENSG00000249781" 40.49
"25999" "ENSG00000249782" 37.65
"26000" "ENSG00000249784" 56
"26001" "ENSG00000249785" 42.68
"26002" "ENSG00000249786" 47.32
"26003" "ENSG00000249787" 35.73
"26004" "ENSG00000249790" 49.9
"26005" "ENSG00000249791" 31.35
"26006" "ENSG00000249797" 35.33
"26007" "ENSG00000249808" 43.38
"26008" "ENSG00000249816" 42.97
"26009" "ENSG00000249818" 41.37
"26010" "ENSG00000249825" 44.79
"26011" "ENSG00000249833" 51.81
"26012" "ENSG00000249835" 36.44
"26013" "ENSG00000249839" 45.14
"26014" "ENSG00000249846" 45.16
"26015" "ENSG00000249848" 46.99
"26016" "ENSG00000249849" 44.74
"26017" "ENSG00000249850" 55.88
"26018" "ENSG00000249853" 37.56
"26019" "ENSG00000249854" 35.34
"26020" "ENSG00000249855" 47.68
"26021" "ENSG00000249859" 46.6
"26022" "ENSG00000249861" 45.56
"26023" "ENSG00000249863" 44.64
"26024" "ENSG00000249865" 48.72
"26025" "ENSG00000249866" 48.87
"26026" "ENSG00000249867" 36.04
"26027" "ENSG00000249868" 46.44
"26028" "ENSG00000249870" 39.35
"26029" "ENSG00000249873" 41.51
"26030" "ENSG00000249882" 34.74
"26031" "ENSG00000249885" 37.04
"26032" "ENSG00000249889" 52.82
"26033" "ENSG00000249896" 46.99
"26034" "ENSG00000249898" 42.54
"26035" "ENSG00000249899" 38.64
"26036" "ENSG00000249906" 51.11
"26037" "ENSG00000249908" 56.04
"26038" "ENSG00000249909" 39.41
"26039" "ENSG00000249915" 50.84
"26040" "ENSG00000249917" 37.38
"26041" "ENSG00000249923" 56.48
"26042" "ENSG00000249924" 32
"26043" "ENSG00000249926" 58.99
"26044" "ENSG00000249931" 53.13
"26045" "ENSG00000249936" 48.01
"26046" "ENSG00000249937" 37.25
"26047" "ENSG00000249941" 46.45
"26048" "ENSG00000249945" 41.81
"26049" "ENSG00000249947" 49.23
"26050" "ENSG00000249948" 38.48
"26051" "ENSG00000249955" 39.36
"26052" "ENSG00000249961" 39.95
"26053" "ENSG00000249962" 75.2
"26054" "ENSG00000249965" 41.39
"26055" "ENSG00000249971" 50.1
"26056" "ENSG00000249978" 46.2
"26057" "ENSG00000249988" 38.47
"26058" "ENSG00000249992" 66.85
"26059" "ENSG00000249993" 43.79
"26060" "ENSG00000249996" 38.45
"26061" "ENSG00000250003" 40.45
"26062" "ENSG00000250007" 41.61
"26063" "ENSG00000250011" 40.42
"26064" "ENSG00000250012" 39.32
"26065" "ENSG00000250015" 41.33
"26066" "ENSG00000250024" 39.04
"26067" "ENSG00000250025" 44.22
"26068" "ENSG00000250026" 36.8
"26069" "ENSG00000250027" 36.49
"26070" "ENSG00000250031" 45.52
"26071" "ENSG00000250032" 40.57
"26072" "ENSG00000250033" 37.6
"26073" "ENSG00000250038" 35.21
"26074" "ENSG00000250041" 41.03
"26075" "ENSG00000250042" 41.76
"26076" "ENSG00000250048" 36.43
"26077" "ENSG00000250050" 40.56
"26078" "ENSG00000250056" 51.89
"26079" "ENSG00000250060" 41.04
"26080" "ENSG00000250061" 37.95
"26081" "ENSG00000250062" 35.79
"26082" "ENSG00000250067" 59.04
"26083" "ENSG00000250069" 42.38
"26084" "ENSG00000250071" 49.86
"26085" "ENSG00000250072" 40.83
"26086" "ENSG00000250073" 54.95
"26087" "ENSG00000250075" 37.28
"26088" "ENSG00000250078" 34.11
"26089" "ENSG00000250081" 35.54
"26090" "ENSG00000250090" 45.05
"26091" "ENSG00000250092" 36.47
"26092" "ENSG00000250101" 50.33
"26093" "ENSG00000250102" 35.08
"26094" "ENSG00000250103" 41.76
"26095" "ENSG00000250105" 63.79
"26096" "ENSG00000250107" 62.15
"26097" "ENSG00000250111" 36.78
"26098" "ENSG00000250115" 47.42
"26099" "ENSG00000250116" 39.61
"26100" "ENSG00000250120" 39.83
"26101" "ENSG00000250125" 34.03
"26102" "ENSG00000250126" 35.08
"26103" "ENSG00000250129" 39.03
"26104" "ENSG00000250130" 49.2
"26105" "ENSG00000250131" 38.01
"26106" "ENSG00000250132" 45.76
"26107" "ENSG00000250133" 59.95
"26108" "ENSG00000250135" 46.95
"26109" "ENSG00000250137" 37.86
"26110" "ENSG00000250138" 60.38
"26111" "ENSG00000250140" 45.58
"26112" "ENSG00000250141" 33.11
"26113" "ENSG00000250149" 37.2
"26114" "ENSG00000250155" 42.46
"26115" "ENSG00000250156" 37.7
"26116" "ENSG00000250159" 38.15
"26117" "ENSG00000250166" 37.2
"26118" "ENSG00000250167" 46.48
"26119" "ENSG00000250173" 52.43
"26120" "ENSG00000250174" 47.14
"26121" "ENSG00000250182" 47.73
"26122" "ENSG00000250183" 37.95
"26123" "ENSG00000250186" 54.79
"26124" "ENSG00000250190" 36.14
"26125" "ENSG00000250192" 45.04
"26126" "ENSG00000250198" 40.19
"26127" "ENSG00000250202" 47.3
"26128" "ENSG00000250208" 49.43
"26129" "ENSG00000250210" 40.44
"26130" "ENSG00000250215" 38.38
"26131" "ENSG00000250218" 57.92
"26132" "ENSG00000250220" 39.01
"26133" "ENSG00000250222" 53.19
"26134" "ENSG00000250223" 35.32
"26135" "ENSG00000250230" 54.03
"26136" "ENSG00000250234" 73.3
"26137" "ENSG00000250237" 40.91
"26138" "ENSG00000250240" 40.21
"26139" "ENSG00000250241" 34.27
"26140" "ENSG00000250243" 40.41
"26141" "ENSG00000250244" 49.29
"26142" "ENSG00000250247" 51.98
"26143" "ENSG00000250250" 41.24
"26144" "ENSG00000250251" 61.72
"26145" "ENSG00000250252" 33.6
"26146" "ENSG00000250254" 42.69
"26147" "ENSG00000250256" 47.16
"26148" "ENSG00000250260" 43.92
"26149" "ENSG00000250261" 60.32
"26150" "ENSG00000250263" 39.38
"26151" "ENSG00000250266" 37.23
"26152" "ENSG00000250271" 38.34
"26153" "ENSG00000250282" 57.52
"26154" "ENSG00000250284" 39.39
"26155" "ENSG00000250286" 57.29
"26156" "ENSG00000250295" 42.57
"26157" "ENSG00000250299" 41.83
"26158" "ENSG00000250303" 45.04
"26159" "ENSG00000250305" 41.39
"26160" "ENSG00000250309" 57.47
"26161" "ENSG00000250310" 53.41
"26162" "ENSG00000250312" 38.64
"26163" "ENSG00000250313" 41.94
"26164" "ENSG00000250316" 41.4
"26165" "ENSG00000250317" 45.19
"26166" "ENSG00000250318" 56.08
"26167" "ENSG00000250320" 35.01
"26168" "ENSG00000250321" 47.18
"26169" "ENSG00000250325" 46.53
"26170" "ENSG00000250326" 37.65
"26171" "ENSG00000250327" 61.18
"26172" "ENSG00000250328" 40.43
"26173" "ENSG00000250331" 37.17
"26174" "ENSG00000250334" 36.25
"26175" "ENSG00000250337" 34.92
"26176" "ENSG00000250340" 33.79
"26177" "ENSG00000250341" 32.98
"26178" "ENSG00000250342" 57.62
"26179" "ENSG00000250343" 39.63
"26180" "ENSG00000250346" 50.28
"26181" "ENSG00000250357" 34.06
"26182" "ENSG00000250358" 41.5
"26183" "ENSG00000250360" 52.12
"26184" "ENSG00000250361" 37.17
"26185" "ENSG00000250362" 41.76
"26186" "ENSG00000250365" 39.7
"26187" "ENSG00000250366" 47.34
"26188" "ENSG00000250377" 50.3
"26189" "ENSG00000250378" 47.09
"26190" "ENSG00000250379" 57.79
"26191" "ENSG00000250385" 61.75
"26192" "ENSG00000250387" 36.16
"26193" "ENSG00000250390" 39.7
"26194" "ENSG00000250392" 37.93
"26195" "ENSG00000250393" 50.17
"26196" "ENSG00000250397" 63.79
"26197" "ENSG00000250400" 37.27
"26198" "ENSG00000250402" 36.93
"26199" "ENSG00000250406" 37.93
"26200" "ENSG00000250409" 44.4
"26201" "ENSG00000250410" 41.88
"26202" "ENSG00000250411" 42.34
"26203" "ENSG00000250412" 38.23
"26204" "ENSG00000250413" 46.33
"26205" "ENSG00000250415" 46.08
"26206" "ENSG00000250417" 46.41
"26207" "ENSG00000250420" 48.81
"26208" "ENSG00000250421" 38.34
"26209" "ENSG00000250423" 42.74
"26210" "ENSG00000250426" 38.12
"26211" "ENSG00000250427" 50.18
"26212" "ENSG00000250428" 45.72
"26213" "ENSG00000250431" 40.86
"26214" "ENSG00000250432" 48.26
"26215" "ENSG00000250433" 44.35
"26216" "ENSG00000250436" 38.17
"26217" "ENSG00000250444" 46.29
"26218" "ENSG00000250447" 42.3
"26219" "ENSG00000250448" 42.6
"26220" "ENSG00000250451" 56.22
"26221" "ENSG00000250453" 35.5
"26222" "ENSG00000250455" 47.78
"26223" "ENSG00000250456" 40.86
"26224" "ENSG00000250461" 37.77
"26225" "ENSG00000250467" 41.2
"26226" "ENSG00000250470" 57.92
"26227" "ENSG00000250471" 44.21
"26228" "ENSG00000250474" 56.01
"26229" "ENSG00000250476" 51.67
"26230" "ENSG00000250479" 64.1
"26231" "ENSG00000250481" 40.28
"26232" "ENSG00000250486" 39.77
"26233" "ENSG00000250490" 46.89
"26234" "ENSG00000250492" 41.3
"26235" "ENSG00000250496" 56.27
"26236" "ENSG00000250497" 42.27
"26237" "ENSG00000250506" 57.01
"26238" "ENSG00000250507" 53.05
"26239" "ENSG00000250508" 41.89
"26240" "ENSG00000250509" 50.65
"26241" "ENSG00000250510" 61.64
"26242" "ENSG00000250511" 34.64
"26243" "ENSG00000250514" 35.04
"26244" "ENSG00000250517" 39.19
"26245" "ENSG00000250519" 38.68
"26246" "ENSG00000250522" 36.39
"26247" "ENSG00000250535" 57.14
"26248" "ENSG00000250536" 66.83
"26249" "ENSG00000250538" 49.22
"26250" "ENSG00000250539" 58.61
"26251" "ENSG00000250541" 40.04
"26252" "ENSG00000250544" 36.51
"26253" "ENSG00000250548" 47.26
"26254" "ENSG00000250564" 48.8
"26255" "ENSG00000250565" 44.72
"26256" "ENSG00000250568" 46.98
"26257" "ENSG00000250569" 48.2
"26258" "ENSG00000250571" 64.03
"26259" "ENSG00000250576" 47.03
"26260" "ENSG00000250579" 52.37
"26261" "ENSG00000250582" 37.26
"26262" "ENSG00000250583" 42.98
"26263" "ENSG00000250584" 48.86
"26264" "ENSG00000250590" 38.05
"26265" "ENSG00000250591" 51.46
"26266" "ENSG00000250592" 37.65
"26267" "ENSG00000250596" 37.7
"26268" "ENSG00000250597" 37.91
"26269" "ENSG00000250600" 57.06
"26270" "ENSG00000250602" 40.7
"26271" "ENSG00000250608" 41.46
"26272" "ENSG00000250614" 50.3
"26273" "ENSG00000250615" 47.5
"26274" "ENSG00000250616" 47.57
"26275" "ENSG00000250619" 40.09
"26276" "ENSG00000250626" 37.91
"26277" "ENSG00000250629" 40.75
"26278" "ENSG00000250632" 58.2
"26279" "ENSG00000250635" 68.22
"26280" "ENSG00000250637" 36.59
"26281" "ENSG00000250645" 59.46
"26282" "ENSG00000250651" 41.37
"26283" "ENSG00000250654" 49.68
"26284" "ENSG00000250657" 37.88
"26285" "ENSG00000250658" 44.75
"26286" "ENSG00000250659" 54.92
"26287" "ENSG00000250662" 44.66
"26288" "ENSG00000250666" 38.88
"26289" "ENSG00000250668" 41.43
"26290" "ENSG00000250669" 37.78
"26291" "ENSG00000250670" 38.32
"26292" "ENSG00000250673" 43.35
"26293" "ENSG00000250674" 56.53
"26294" "ENSG00000250677" 47.89
"26295" "ENSG00000250678" 44.72
"26296" "ENSG00000250681" 60.93
"26297" "ENSG00000250682" 37.34
"26298" "ENSG00000250685" 59.14
"26299" "ENSG00000250686" 34.34
"26300" "ENSG00000250687" 44.46
"26301" "ENSG00000250692" 55.14
"26302" "ENSG00000250694" 38.68
"26303" "ENSG00000250696" 34.87
"26304" "ENSG00000250697" 37.92
"26305" "ENSG00000250699" 44.57
"26306" "ENSG00000250708" 36.31
"26307" "ENSG00000250711" 41.79
"26308" "ENSG00000250716" 39.58
"26309" "ENSG00000250719" 54.88
"26310" "ENSG00000250722" 39.07
"26311" "ENSG00000250726" 42.54
"26312" "ENSG00000250731" 49.6
"26313" "ENSG00000250734" 66.44
"26314" "ENSG00000250739" 41.76
"26315" "ENSG00000250740" 35.28
"26316" "ENSG00000250742" 51.73
"26317" "ENSG00000250748" 40.4
"26318" "ENSG00000250751" 48.84
"26319" "ENSG00000250754" 40.09
"26320" "ENSG00000250760" 45.45
"26321" "ENSG00000250762" 49.29
"26322" "ENSG00000250764" 41.29
"26323" "ENSG00000250770" 52.15
"26324" "ENSG00000250771" 41.4
"26325" "ENSG00000250772" 37.04
"26326" "ENSG00000250777" 35.92
"26327" "ENSG00000250786" 46.64
"26328" "ENSG00000250790" 39.2
"26329" "ENSG00000250791" 33.82
"26330" "ENSG00000250794" 52.91
"26331" "ENSG00000250796" 53.6
"26332" "ENSG00000250799" 51.56
"26333" "ENSG00000250801" 40.14
"26334" "ENSG00000250802" 41.05
"26335" "ENSG00000250803" 38.46
"26336" "ENSG00000250814" 41.72
"26337" "ENSG00000250819" 40.03
"26338" "ENSG00000250820" 43.62
"26339" "ENSG00000250821" 35.92
"26340" "ENSG00000250829" 45.21
"26341" "ENSG00000250831" 36.03
"26342" "ENSG00000250833" 52.21
"26343" "ENSG00000250838" 61.43
"26344" "ENSG00000250846" 34.49
"26345" "ENSG00000250848" 39.62
"26346" "ENSG00000250850" 45.49
"26347" "ENSG00000250853" 37.73
"26348" "ENSG00000250863" 34.43
"26349" "ENSG00000250878" 37.1
"26350" "ENSG00000250882" 36.84
"26351" "ENSG00000250884" 47.92
"26352" "ENSG00000250889" 46.54
"26353" "ENSG00000250891" 37.65
"26354" "ENSG00000250892" 44.6
"26355" "ENSG00000250893" 41.72
"26356" "ENSG00000250896" 56.54
"26357" "ENSG00000250899" 54.7
"26358" "ENSG00000250900" 52.09
"26359" "ENSG00000250902" 36.82
"26360" "ENSG00000250903" 42.09
"26361" "ENSG00000250906" 43.93
"26362" "ENSG00000250908" 37.97
"26363" "ENSG00000250909" 45.92
"26364" "ENSG00000250910" 35.95
"26365" "ENSG00000250915" 53.53
"26366" "ENSG00000250917" 44.91
"26367" "ENSG00000250921" 41.6
"26368" "ENSG00000250930" 42.4
"26369" "ENSG00000250934" 44.19
"26370" "ENSG00000250939" 56.93
"26371" "ENSG00000250940" 42.37
"26372" "ENSG00000250942" 49.92
"26373" "ENSG00000250948" 47.49
"26374" "ENSG00000250949" 38.83
"26375" "ENSG00000250954" 34.22
"26376" "ENSG00000250955" 37.4
"26377" "ENSG00000250957" 34.31
"26378" "ENSG00000250959" 52.12
"26379" "ENSG00000250961" 40.67
"26380" "ENSG00000250966" 49.64
"26381" "ENSG00000250969" 42.11
"26382" "ENSG00000250971" 48.08
"26383" "ENSG00000250978" 35.26
"26384" "ENSG00000250981" 36.78
"26385" "ENSG00000250982" 54.51
"26386" "ENSG00000250983" 53.96
"26387" "ENSG00000250986" 56.86
"26388" "ENSG00000250988" 40.87
"26389" "ENSG00000250990" 38.44
"26390" "ENSG00000250994" 47.67
"26391" "ENSG00000250995" 60.55
"26392" "ENSG00000250999" 49.42
"26393" "ENSG00000251000" 48.31
"26394" "ENSG00000251002" 42.83
"26395" "ENSG00000251003" 36.86
"26396" "ENSG00000251008" 51.39
"26397" "ENSG00000251009" 46.96
"26398" "ENSG00000251013" 50.81
"26399" "ENSG00000251015" 51.63
"26400" "ENSG00000251018" 37.64
"26401" "ENSG00000251022" 39.31
"26402" "ENSG00000251023" 36.4
"26403" "ENSG00000251024" 38.31
"26404" "ENSG00000251025" 40.6
"26405" "ENSG00000251027" 36.07
"26406" "ENSG00000251034" 39.25
"26407" "ENSG00000251039" 44.55
"26408" "ENSG00000251040" 36.33
"26409" "ENSG00000251041" 42.67
"26410" "ENSG00000251045" 45.91
"26411" "ENSG00000251050" 47.44
"26412" "ENSG00000251056" 31.33
"26413" "ENSG00000251059" 35.72
"26414" "ENSG00000251072" 44.31
"26415" "ENSG00000251073" 44.99
"26416" "ENSG00000251075" 49.62
"26417" "ENSG00000251076" 38.33
"26418" "ENSG00000251081" 37.74
"26419" "ENSG00000251090" 39.72
"26420" "ENSG00000251095" 36.71
"26421" "ENSG00000251102" 56.85
"26422" "ENSG00000251126" 39.79
"26423" "ENSG00000251127" 39.17
"26424" "ENSG00000251129" 35.83
"26425" "ENSG00000251131" 41.59
"26426" "ENSG00000251136" 38.48
"26427" "ENSG00000251138" 35.47
"26428" "ENSG00000251139" 48.52
"26429" "ENSG00000251141" 36.75
"26430" "ENSG00000251142" 35.46
"26431" "ENSG00000251143" 53.16
"26432" "ENSG00000251144" 46.65
"26433" "ENSG00000251148" 50.36
"26434" "ENSG00000251151" 55.32
"26435" "ENSG00000251152" 38.19
"26436" "ENSG00000251154" 37.52
"26437" "ENSG00000251155" 39.78
"26438" "ENSG00000251161" 56.22
"26439" "ENSG00000251163" 39.05
"26440" "ENSG00000251164" 41.87
"26441" "ENSG00000251165" 42.09
"26442" "ENSG00000251169" 52.54
"26443" "ENSG00000251171" 38.03
"26444" "ENSG00000251172" 36.67
"26445" "ENSG00000251173" 40.39
"26446" "ENSG00000251175" 34.9
"26447" "ENSG00000251178" 49.75
"26448" "ENSG00000251179" 49.2
"26449" "ENSG00000251182" 37.58
"26450" "ENSG00000251185" 39.43
"26451" "ENSG00000251186" 48.4
"26452" "ENSG00000251187" 39.82
"26453" "ENSG00000251188" 30.91
"26454" "ENSG00000251189" 39.58
"26455" "ENSG00000251192" 41.87
"26456" "ENSG00000251194" 42.8
"26457" "ENSG00000251196" 54.67
"26458" "ENSG00000251199" 34
"26459" "ENSG00000251205" 38.62
"26460" "ENSG00000251209" 38.64
"26461" "ENSG00000251210" 36.93
"26462" "ENSG00000251211" 59.93
"26463" "ENSG00000251216" 36.87
"26464" "ENSG00000251218" 42.88
"26465" "ENSG00000251221" 41.25
"26466" "ENSG00000251224" 39.06
"26467" "ENSG00000251226" 50.7
"26468" "ENSG00000251229" 46.71
"26469" "ENSG00000251230" 44.38
"26470" "ENSG00000251234" 46.36
"26471" "ENSG00000251239" 53.11
"26472" "ENSG00000251247" 39.29
"26473" "ENSG00000251248" 38.89
"26474" "ENSG00000251249" 41.83
"26475" "ENSG00000251250" 43.96
"26476" "ENSG00000251256" 41.9
"26477" "ENSG00000251257" 49.04
"26478" "ENSG00000251258" 40.13
"26479" "ENSG00000251259" 34.91
"26480" "ENSG00000251260" 34.09
"26481" "ENSG00000251266" 33.59
"26482" "ENSG00000251273" 35.21
"26483" "ENSG00000251279" 40.73
"26484" "ENSG00000251281" 37.46
"26485" "ENSG00000251283" 37.03
"26486" "ENSG00000251286" 46.35
"26487" "ENSG00000251287" 51.78
"26488" "ENSG00000251291" 35.32
"26489" "ENSG00000251293" 34.52
"26490" "ENSG00000251297" 60.83
"26491" "ENSG00000251298" 38.59
"26492" "ENSG00000251299" 42.42
"26493" "ENSG00000251301" 41.72
"26494" "ENSG00000251307" 38.31
"26495" "ENSG00000251310" 38.66
"26496" "ENSG00000251320" 34.74
"26497" "ENSG00000251321" 35.6
"26498" "ENSG00000251322" 57.13
"26499" "ENSG00000251323" 39.08
"26500" "ENSG00000251326" 38.31
"26501" "ENSG00000251329" 35
"26502" "ENSG00000251330" 45.45
"26503" "ENSG00000251332" 51.13
"26504" "ENSG00000251333" 50.21
"26505" "ENSG00000251336" 40.51
"26506" "ENSG00000251339" 32.77
"26507" "ENSG00000251348" 40.36
"26508" "ENSG00000251350" 33.58
"26509" "ENSG00000251353" 42.04
"26510" "ENSG00000251359" 62.9
"26511" "ENSG00000251361" 34.82
"26512" "ENSG00000251364" 43.93
"26513" "ENSG00000251365" 55.53
"26514" "ENSG00000251366" 43.51
"26515" "ENSG00000251369" 44.48
"26516" "ENSG00000251370" 38.41
"26517" "ENSG00000251371" 42.76
"26518" "ENSG00000251372" 37.63
"26519" "ENSG00000251379" 41.03
"26520" "ENSG00000251381" 43.63
"26521" "ENSG00000251387" 50.02
"26522" "ENSG00000251391" 41.9
"26523" "ENSG00000251393" 44.82
"26524" "ENSG00000251396" 41.96
"26525" "ENSG00000251398" 34.84
"26526" "ENSG00000251399" 35.13
"26527" "ENSG00000251400" 47.81
"26528" "ENSG00000251402" 57.19
"26529" "ENSG00000251405" 42.39
"26530" "ENSG00000251408" 47.62
"26531" "ENSG00000251409" 45.71
"26532" "ENSG00000251410" 40.62
"26533" "ENSG00000251411" 50.84
"26534" "ENSG00000251413" 47.34
"26535" "ENSG00000251414" 48.96
"26536" "ENSG00000251417" 47.89
"26537" "ENSG00000251424" 41.03
"26538" "ENSG00000251426" 42.75
"26539" "ENSG00000251429" 37.35
"26540" "ENSG00000251432" 40.23
"26541" "ENSG00000251441" 59.32
"26542" "ENSG00000251442" 39.79
"26543" "ENSG00000251445" 53.73
"26544" "ENSG00000251448" 47.21
"26545" "ENSG00000251450" 44.97
"26546" "ENSG00000251451" 42.93
"26547" "ENSG00000251454" 37.61
"26548" "ENSG00000251455" 46.29
"26549" "ENSG00000251459" 38.29
"26550" "ENSG00000251460" 54.89
"26551" "ENSG00000251461" 46.14
"26552" "ENSG00000251468" 43.42
"26553" "ENSG00000251470" 35.88
"26554" "ENSG00000251474" 50.11
"26555" "ENSG00000251485" 49.11
"26556" "ENSG00000251487" 32.03
"26557" "ENSG00000251491" 49.13
"26558" "ENSG00000251493" 53.9
"26559" "ENSG00000251495" 48.68
"26560" "ENSG00000251497" 53.26
"26561" "ENSG00000251504" 36.36
"26562" "ENSG00000251506" 40.87
"26563" "ENSG00000251508" 74.94
"26564" "ENSG00000251518" 42.81
"26565" "ENSG00000251520" 50.39
"26566" "ENSG00000251521" 37.96
"26567" "ENSG00000251526" 40.84
"26568" "ENSG00000251529" 30.69
"26569" "ENSG00000251532" 51.51
"26570" "ENSG00000251533" 49.06
"26571" "ENSG00000251535" 72.21
"26572" "ENSG00000251536" 47.17
"26573" "ENSG00000251537" 45.1
"26574" "ENSG00000251538" 38.39
"26575" "ENSG00000251543" 50.32
"26576" "ENSG00000251545" 59.32
"26577" "ENSG00000251546" 48.6
"26578" "ENSG00000251548" 50.89
"26579" "ENSG00000251550" 38.31
"26580" "ENSG00000251556" 38.92
"26581" "ENSG00000251573" 60.04
"26582" "ENSG00000251574" 34.45
"26583" "ENSG00000251575" 43.4
"26584" "ENSG00000251576" 50.66
"26585" "ENSG00000251578" 47.07
"26586" "ENSG00000251580" 53.54
"26587" "ENSG00000251583" 41.98
"26588" "ENSG00000251584" 41.11
"26589" "ENSG00000251586" 35.23
"26590" "ENSG00000251595" 39.69
"26591" "ENSG00000251596" 46.63
"26592" "ENSG00000251600" 38.26
"26593" "ENSG00000251602" 59.49
"26594" "ENSG00000251603" 42.39
"26595" "ENSG00000251611" 54.4
"26596" "ENSG00000251613" 39.29
"26597" "ENSG00000251615" 44.97
"26598" "ENSG00000251616" 50.86
"26599" "ENSG00000251619" 38.31
"26600" "ENSG00000251621" 48.66
"26601" "ENSG00000251623" 42.06
"26602" "ENSG00000251624" 57.77
"26603" "ENSG00000251628" 53.29
"26604" "ENSG00000251629" 35.51
"26605" "ENSG00000251632" 35.34
"26606" "ENSG00000251634" 42.45
"26607" "ENSG00000251637" 44.7
"26608" "ENSG00000251639" 43.68
"26609" "ENSG00000251642" 49.2
"26610" "ENSG00000251649" 33.54
"26611" "ENSG00000251652" 41.41
"26612" "ENSG00000251655" 40.39
"26613" "ENSG00000251660" 38.47
"26614" "ENSG00000251661" 55.65
"26615" "ENSG00000251664" 39.53
"26616" "ENSG00000251666" 44.4
"26617" "ENSG00000251667" 47.32
"26618" "ENSG00000251669" 52.99
"26619" "ENSG00000251675" 43.51
"26620" "ENSG00000251676" 31.61
"26621" "ENSG00000251678" 46.91
"26622" "ENSG00000251680" 35.96
"26623" "ENSG00000251682" 44.33
"26624" "ENSG00000251685" 32.93
"26625" "ENSG00000251688" 40.41
"26626" "ENSG00000251689" 32.9
"26627" "ENSG00000251692" 64.18
"26628" "ENSG00000251718" 38.05
"26629" "ENSG00000251728" 36.46
"26630" "ENSG00000251733" 47.33
"26631" "ENSG00000251739" 46.53
"26632" "ENSG00000251752" 39.66
"26633" "ENSG00000251775" 39.16
"26634" "ENSG00000251791" 53.21
"26635" "ENSG00000251819" 44.66
