"ensembl_gene_id" "start_position" "end_position"
"27463" "ENSG00000255043" 19502672 19507229
"27464" "ENSG00000255045" 124744634 124746337
"27465" "ENSG00000255046" 11797928 11802568
"27466" "ENSG00000255050" 143573490 143577397
"27467" "ENSG00000255051" 83132056 83134737
"27468" "ENSG00000255052" 12115782 12177550
"27469" "ENSG00000255057" 130008586 130009765
"27470" "ENSG00000255062" 126294298 126304318
"27471" "ENSG00000255065" 106310045 106311791
"27472" "ENSG00000255071" 18231423 18248635
"27473" "ENSG00000255082" 88504576 88524054
"27474" "ENSG00000255083" 57018100 57019021
"27475" "ENSG00000255084" 78533176 78558565
"27476" "ENSG00000255085" 144700353 144708517
"27477" "ENSG00000255087" 127067002 127101320
"27478" "ENSG00000255089" 321991 322426
"27479" "ENSG00000255091" 45651529 45652691
"27480" "ENSG00000255100" 76782581 76783062
"27481" "ENSG00000255101" 42705583 42721946
"27482" "ENSG00000255108" 823634 832883
"27483" "ENSG00000255109" 42183292 42253712
"27484" "ENSG00000255112" 11851396 11854449
"27485" "ENSG00000255114" 119044188 119045493
"27486" "ENSG00000255117" 29594918 29630664
"27487" "ENSG00000255118" 62336911 62338090
"27488" "ENSG00000255119" 67605521 67606642
"27489" "ENSG00000255120" 65789051 65790868
"27490" "ENSG00000255121" 118994824 118998004
"27491" "ENSG00000255122" 12580287 12581063
"27492" "ENSG00000255125" 10783313 10801625
"27493" "ENSG00000255126" 62391516 62393372
"27494" "ENSG00000255127" 92914603 92916591
"27495" "ENSG00000255129" 113278437 113314437
"27496" "ENSG00000255133" 33814877 33822095
"27497" "ENSG00000255135" 76441338 76444656
"27498" "ENSG00000255136" 75208054 75241173
"27499" "ENSG00000255139" 59616429 59639861
"27500" "ENSG00000255142" 781645 782105
"27501" "ENSG00000255145" 99886322 99906601
"27502" "ENSG00000255147" 67749043 67756968
"27503" "ENSG00000255148" 149018671 149026269
"27504" "ENSG00000255150" 104303739 104305205
"27505" "ENSG00000255151" 59086307 59094786
"27506" "ENSG00000255153" 1309769 1310707
"27507" "ENSG00000255158" 665910 678391
"27508" "ENSG00000255159" 8768778 8810231
"27509" "ENSG00000255160" 19299883 19308358
"27510" "ENSG00000255161" 33787054 33787795
"27511" "ENSG00000255163" 118208932 118209211
"27512" "ENSG00000255165" 44071462 44072403
"27513" "ENSG00000255167" 21260061 21262570
"27514" "ENSG00000255169" 33804768 33805641
"27515" "ENSG00000255171" 41714568 41836442
"27516" "ENSG00000255173" 65117157 65117458
"27517" "ENSG00000255174" 11999087 11999468
"27518" "ENSG00000255175" 38618264 38646356
"27519" "ENSG00000255176" 118636620 118638097
"27520" "ENSG00000255178" 80751200 80762826
"27521" "ENSG00000255181" 143706694 143708109
"27522" "ENSG00000255182" 144495458 144505444
"27523" "ENSG00000255183" 87718354 87719411
"27524" "ENSG00000255184" 90017611 90024511
"27525" "ENSG00000255185" 70010751 70065945
"27526" "ENSG00000255186" 36386521 36388250
"27527" "ENSG00000255187" 91158083 91167294
"27528" "ENSG00000255191" 69985876 70015815
"27529" "ENSG00000255192" 35084193 35085110
"27530" "ENSG00000255193" 23730588 23796970
"27531" "ENSG00000255197" 47383148 47409190
"27532" "ENSG00000255198" 1964959 1965509
"27533" "ENSG00000255201" 38421889 38426096
"27534" "ENSG00000255202" 33665220 33696701
"27535" "ENSG00000255206" 68082204 68095081
"27536" "ENSG00000255216" 120008604 120012158
"27537" "ENSG00000255221" 105092469 105101431
"27538" "ENSG00000255222" 86294760 86295576
"27539" "ENSG00000255224" 144078002 144079265
"27540" "ENSG00000255226" 45750823 45751871
"27541" "ENSG00000255229" 129279 186136
"27542" "ENSG00000255231" 112208601 112208898
"27543" "ENSG00000255234" 83286128 83423516
"27544" "ENSG00000255236" 68122053 68130518
"27545" "ENSG00000255237" 462930 463899
"27546" "ENSG00000255240" 58933643 59058659
"27547" "ENSG00000255246" 82603743 82643419
"27548" "ENSG00000255247" 119709920 119713925
"27549" "ENSG00000255248" 122028327 122556721
"27550" "ENSG00000255250" 86727355 86765265
"27551" "ENSG00000255252" 32097143 32105091
"27552" "ENSG00000255257" 5938751 5944984
"27553" "ENSG00000255258" 133783671 133810376
"27554" "ENSG00000255260" 11243188 11243715
"27555" "ENSG00000255262" 130032866 130033220
"27556" "ENSG00000255267" 45371397 45388508
"27557" "ENSG00000255269" 46213824 46220438
"27558" "ENSG00000255270" 19380484 19385014
"27559" "ENSG00000255272" 33776188 33779495
"27560" "ENSG00000255276" 4137116 4138257
"27561" "ENSG00000255277" 14820792 14824702
"27562" "ENSG00000255279" 41855920 41875997
"27563" "ENSG00000255282" 102746968 102836766
"27564" "ENSG00000255284" 777578 784297
"27565" "ENSG00000255293" 23403805 23406103
"27566" "ENSG00000255298" 124264827 124265867
"27567" "ENSG00000255299" 58497888 58505758
"27568" "ENSG00000255300" 41993385 42163851
"27569" "ENSG00000255301" 57476493 57477534
"27570" "ENSG00000255303" 57866298 57867279
"27571" "ENSG00000255306" 68024809 68030461
"27572" "ENSG00000255308" 19196775 19281426
"27573" "ENSG00000255310" 11107788 11109726
"27574" "ENSG00000255311" 83643602 83725390
"27575" "ENSG00000255313" 124936524 124943765
"27576" "ENSG00000255317" 126992452 126995458
"27577" "ENSG00000255320" 66244840 66246239
"27578" "ENSG00000255323" 22445688 22492019
"27579" "ENSG00000255326" 75583196 75594665
"27580" "ENSG00000255327" 134950708 134951568
"27581" "ENSG00000255328" 327171 330122
"27582" "ENSG00000255332" 91794362 91812294
"27583" "ENSG00000255334" 112015307 112016124
"27584" "ENSG00000255335" 17695267 17696940
"27585" "ENSG00000255337" 102452919 102462008
"27586" "ENSG00000255340" 43378882 43385671
"27587" "ENSG00000255343" 143833270 143834063
"27588" "ENSG00000255344" 134714542 134715922
"27589" "ENSG00000255346" 68930525 69062743
"27590" "ENSG00000255348" 134178824 134186166
"27591" "ENSG00000255351" 11352426 11353307
"27592" "ENSG00000255353" 107176286 107177530
"27593" "ENSG00000255354" 11558466 11560020
"27594" "ENSG00000255355" 59669312 59676041
"27595" "ENSG00000255359" 22846931 22860426
"27596" "ENSG00000255362" 76210956 76216025
"27597" "ENSG00000255363" 76607853 76630427
"27598" "ENSG00000255364" 122414332 122428551
"27599" "ENSG00000255366" 47190772 47193262
"27600" "ENSG00000255367" 3429758 3581211
"27601" "ENSG00000255372" 22261209 22262256
"27602" "ENSG00000255375" 32132699 32143579
"27603" "ENSG00000255382" 82791662 82817146
"27604" "ENSG00000255384" 118433121 118435206
"27605" "ENSG00000255388" 41518895 41714448
"27606" "ENSG00000255389" 111599875 111602295
"27607" "ENSG00000255390" 6621451 6622322
"27608" "ENSG00000255393" 60024908 60031077
"27609" "ENSG00000255394" 11761256 11763223
"27610" "ENSG00000255395" 75099172 75140148
"27611" "ENSG00000255399" 114408191 114412831
"27612" "ENSG00000255400" 12086891 12089441
"27613" "ENSG00000255402" 109973943 109974781
"27614" "ENSG00000255404" 65795946 65797219
"27615" "ENSG00000255406" 134026987 134028118
"27616" "ENSG00000255408" 140801028 141012344
"27617" "ENSG00000255410" 6630603 6635208
"27618" "ENSG00000255411" 13785390 13848002
"27619" "ENSG00000255418" 23164900 23203161
"27620" "ENSG00000255420" 8011278 8016489
"27621" "ENSG00000255421" 76137315 76137731
"27622" "ENSG00000255422" 118704607 118750263
"27623" "ENSG00000255423" 73061659 73063337
"27624" "ENSG00000255425" 124214767 124215687
"27625" "ENSG00000255428" 111414242 111418186
"27626" "ENSG00000255434" 75596144 75597270
"27627" "ENSG00000255435" 118511911 118531094
"27628" "ENSG00000255438" 47677901 47686297
"27629" "ENSG00000255440" 74409060 74416379
"27630" "ENSG00000255441" 51415724 51417425
"27631" "ENSG00000255443" 35210343 35214985
"27632" "ENSG00000255445" 93152075 93152750
"27633" "ENSG00000255446" 62421845 62426724
"27634" "ENSG00000255447" 45813219 45825258
"27635" "ENSG00000255448" 18000542 18022931
"27636" "ENSG00000255449" 77866412 77870091
"27637" "ENSG00000255455" 130866254 130870247
"27638" "ENSG00000255457" 13695574 13705506
"27639" "ENSG00000255458" 39639140 39666644
"27640" "ENSG00000255462" 11570084 11573782
"27641" "ENSG00000255464" 200385 200562
"27642" "ENSG00000255467" 108105074 108121684
"27643" "ENSG00000255468" 66347950 66364804
"27644" "ENSG00000255470" 18140186 18189495
"27645" "ENSG00000255471" 86892214 86925037
"27646" "ENSG00000255474" 4700417 4720102
"27647" "ENSG00000255478" 65367438 65375299
"27648" "ENSG00000255479" 76625462 76626834
"27649" "ENSG00000255487" 38275888 38276680
"27650" "ENSG00000255494" 12794243 12818291
"27651" "ENSG00000255495" 12194467 12196280
"27652" "ENSG00000255498" 45905941 45906461
"27653" "ENSG00000255501" 105137721 105139726
"27654" "ENSG00000255502" 97878781 97942762
"27655" "ENSG00000255504" 101208905 101209450
"27656" "ENSG00000255507" 75803431 75815406
"27657" "ENSG00000255512" 135061781 135075899
"27658" "ENSG00000255513" 1963745 1964095
"27659" "ENSG00000255517" 66473490 66480233
"27660" "ENSG00000255518" 11556251 11558022
"27661" "ENSG00000255520" 47123104 47130801
"27662" "ENSG00000255521" 35132655 35138032
"27663" "ENSG00000255524" 28637654 28658682
"27664" "ENSG00000255525" 31305685 31314548
"27665" "ENSG00000255529" 57706629 57782762
"27666" "ENSG00000255533" 303856 304144
"27667" "ENSG00000255537" 125495214 125499528
"27668" "ENSG00000255539" 70324871 70327209
"27669" "ENSG00000255542" 35419057 35421002
"27670" "ENSG00000255545" 134436473 134505661
"27671" "ENSG00000255546" 127021754 127053553
"27672" "ENSG00000255548" 103945548 103946546
"27673" "ENSG00000255549" 12448013 12511278
"27674" "ENSG00000255553" 62077277 62082184
"27675" "ENSG00000255557" 65745729 65771585
"27676" "ENSG00000255565" 15780068 15782120
"27677" "ENSG00000255566" 64442510 64443330
"27678" "ENSG00000255568" 39313935 39314962
"27679" "ENSG00000255569" 21621838 21622567
"27680" "ENSG00000255571" 89361579 89398487
"27681" "ENSG00000255572" 7166674 7189069
"27682" "ENSG00000255581" 8017201 8017860
"27683" "ENSG00000255583" 63682523 63724935
"27684" "ENSG00000255585" 137776539 137789235
"27685" "ENSG00000255587" 36697851 36733183
"27686" "ENSG00000255595" 126191263 126361065
"27687" "ENSG00000255608" 4838955 4842675
"27688" "ENSG00000255618" 118773032 118775137
"27689" "ENSG00000255621" 13000451 13040679
"27690" "ENSG00000255622" 141155996 141159061
"27691" "ENSG00000255624" 122879851 122898024
"27692" "ENSG00000255629" 64146388 64147857
"27693" "ENSG00000255644" 21759980 21766705
"27694" "ENSG00000255647" 90410000 90410669
"27695" "ENSG00000255648" 18714795 18737878
"27696" "ENSG00000255649" 14530151 14533229
"27697" "ENSG00000255650" 109734166 109773508
"27698" "ENSG00000255652" 34191279 34218853
"27699" "ENSG00000255655" 109445410 109447497
"27700" "ENSG00000255663" 114400682 114443932
"27701" "ENSG00000255666" 94641907 94651631
"27702" "ENSG00000255669" 2761200 2775658
"27703" "ENSG00000255670" 12485353 12491581
"27704" "ENSG00000255671" 193036 194130
"27705" "ENSG00000255672" 72354516 72363555
"27706" "ENSG00000255679" 96447132 96506826
"27707" "ENSG00000255680" 6618790 6619764
"27708" "ENSG00000255686" 117453012 117456986
"27709" "ENSG00000255692" 119699768 119701011
"27710" "ENSG00000255693" 64883394 64977522
"27711" "ENSG00000255703" 132899984 132900368
"27712" "ENSG00000255710" 113820856 113821885
"27713" "ENSG00000255714" 118645315 118648724
"27714" "ENSG00000255717" 62851988 62855914
"27715" "ENSG00000255723" 87317170 87345210
"27716" "ENSG00000255725" 25803298 25804526
"27717" "ENSG00000255727" 15001833 15006683
"27718" "ENSG00000255733" 67989445 68234686
"27719" "ENSG00000255741" 68941503 68942852
"27720" "ENSG00000255745" 24704565 24774213
"27721" "ENSG00000255746" 253442 257299
"27722" "ENSG00000255750" 26230819 26319720
"27723" "ENSG00000255753" 9314402 9316173
"27724" "ENSG00000255760" 31877079 31887203
"27725" "ENSG00000255769" 82472993 82513950
"27726" "ENSG00000255772" 67929235 67970017
"27727" "ENSG00000255774" 69477133 69479940
"27728" "ENSG00000255775" 6155035 6160719
"27729" "ENSG00000255790" 11399381 11486678
"27730" "ENSG00000255794" 97430884 97598415
"27731" "ENSG00000255801" 8548361 8567613
"27732" "ENSG00000255807" 133033503 133033956
"27733" "ENSG00000255808" 72643237 72659407
"27734" "ENSG00000255811" 34761426 34788097
"27735" "ENSG00000255814" 118818804 118833536
"27736" "ENSG00000255815" 99305176 99306611
"27737" "ENSG00000255817" 64108763 64120489
"27738" "ENSG00000255819" 10372353 10410146
"27739" "ENSG00000255823" 10507887 10509189
"27740" "ENSG00000255829" 8664011 8669011
"27741" "ENSG00000255833" 135444218 135452399
"27742" "ENSG00000255836" 7438780 7439990
"27743" "ENSG00000255837" 10996495 10997875
"27744" "ENSG00000255838" 128944274 128945203
"27745" "ENSG00000255843" 72302139 72302965
"27746" "ENSG00000255845" 60813932 60821739
"27747" "ENSG00000255847" 73963657 73970287
"27748" "ENSG00000255850" 63808845 63822156
"27749" "ENSG00000255853" 126510910 126511711
"27750" "ENSG00000255857" 120201291 120213138
"27751" "ENSG00000255860" 72172455 72177954
"27752" "ENSG00000255864" 24213256 24562590
"27753" "ENSG00000255866" 65559591 65560889
"27754" "ENSG00000255867" 31589923 31615666
"27755" "ENSG00000255874" 110863987 110870251
"27756" "ENSG00000255875" 52809824 52810708
"27757" "ENSG00000255882" 9867027 9869808
"27758" "ENSG00000255883" 73508685 73509254
"27759" "ENSG00000255885" 7870852 7871370
"27760" "ENSG00000255886" 64038562 64097618
"27761" "ENSG00000255893" 94472908 94473570
"27762" "ENSG00000255909" 19413153 19413461
"27763" "ENSG00000255910" 19775451 20009937
"27764" "ENSG00000255916" 132329850 132331575
"27765" "ENSG00000255920" 4252735 4275065
"27766" "ENSG00000255921" 24949163 24960158
"27767" "ENSG00000255929" 94545330 94740355
"27768" "ENSG00000255931" 61496440 61500076
"27769" "ENSG00000255933" 131756966 131758047
"27770" "ENSG00000255949" 67431367 67435399
"27771" "ENSG00000255958" 10214161 10214761
"27772" "ENSG00000255959" 60835996 60842965
"27773" "ENSG00000255960" 18424663 18425140
"27774" "ENSG00000255964" 8015024 8016406
"27775" "ENSG00000255966" 6532290 6533498
"27776" "ENSG00000255967" 8634367 8637608
"27777" "ENSG00000255968" 26318953 26421462
"27778" "ENSG00000255970" 67709047 67729475
"27779" "ENSG00000255974" 40843538 40850447
"27780" "ENSG00000255977" 7606834 7607331
"27781" "ENSG00000255980" 69425690 69429621
"27782" "ENSG00000255982" 114512706 114513431
"27783" "ENSG00000255986" 56635739 56637086
"27784" "ENSG00000255987" 35514766 35515186
"27785" "ENSG00000255992" 131924736 131929351
"27786" "ENSG00000255993" 18692762 18694096
"27787" "ENSG00000255998" 126690479 126695832
"27788" "ENSG00000256001" 127145072 127146532
"27789" "ENSG00000256004" 8678773 8679670
"27790" "ENSG00000256006" 18405609 18406731
"27791" "ENSG00000256007" 72685075 72693808
"27792" "ENSG00000256008" 120629611 120641591
"27793" "ENSG00000256013" 10529440 10532082
"27794" "ENSG00000256020" 585865 586486
"27795" "ENSG00000256022" 127631248 127636467
"27796" "ENSG00000256025" 2220537 2223479
"27797" "ENSG00000256030" 2786931 2794295
"27798" "ENSG00000256031" 119000776 119001842
"27799" "ENSG00000256034" 73760563 73761070
"27800" "ENSG00000256039" 10553363 10558049
"27801" "ENSG00000256043" 155924118 155953917
"27802" "ENSG00000256050" 104681146 104684932
"27803" "ENSG00000256053" 103562962 103607523
"27804" "ENSG00000256056" 27592461 27594039
"27805" "ENSG00000256061" 55410525 55508234
"27806" "ENSG00000256064" 130419535 130421019
"27807" "ENSG00000256069" 9228533 9275817
"27808" "ENSG00000256071" 117889454 117891008
"27809" "ENSG00000256072" 66251745 66257434
"27810" "ENSG00000256073" 32393130 32393960
"27811" "ENSG00000256077" 67571197 67589987
"27812" "ENSG00000256087" 52031379 52095738
"27813" "ENSG00000256103" 6270168 6270425
"27814" "ENSG00000256115" 5233997 5243151
"27815" "ENSG00000256116" 64229214 64234352
"27816" "ENSG00000256120" 24223271 24237965
"27817" "ENSG00000256124" 72030291 72041297
"27818" "ENSG00000256128" 126729787 126772411
"27819" "ENSG00000256139" 109111218 109125594
"27820" "ENSG00000256150" 2695765 2812902
"27821" "ENSG00000256151" 130990138 130993976
"27822" "ENSG00000256162" 130827406 130837135
"27823" "ENSG00000256164" 4248765 4276184
"27824" "ENSG00000256166" 31293908 31301642
"27825" "ENSG00000256172" 67440998 67442559
"27826" "ENSG00000256185" 26335864 26336950
"27827" "ENSG00000256189" 73991283 73992180
"27828" "ENSG00000256192" 64266413 64266766
"27829" "ENSG00000256193" 127915372 127951552
"27830" "ENSG00000256195" 114360635 114380045
"27831" "ENSG00000256196" 60918469 60925397
"27832" "ENSG00000256199" 64507166 64533638
"27833" "ENSG00000256204" 130977562 130978768
"27834" "ENSG00000256209" 131469311 131492951
"27835" "ENSG00000256210" 14792318 14792533
"27836" "ENSG00000256211" 16989126 16989936
"27837" "ENSG00000256220" 61227168 61248533
"27838" "ENSG00000256223" 133130575 133159465
"27839" "ENSG00000256229" 20167228 20200490
"27840" "ENSG00000256238" 16399274 16402406
"27841" "ENSG00000256257" 2048352 2049463
"27842" "ENSG00000256262" 109052350 109053952
"27843" "ENSG00000256263" 12310 13501
"27844" "ENSG00000256268" 65602869 65612997
"27845" "ENSG00000256269" 119084866 119093549
"27846" "ENSG00000256271" 2668500 2672220
"27847" "ENSG00000256273" 68344664 68349959
"27848" "ENSG00000256276" 125983702 125986234
"27849" "ENSG00000256278" 84611689 84614969
"27850" "ENSG00000256280" 63834667 63834943
"27851" "ENSG00000256282" 18595459 18599683
"27852" "ENSG00000256286" 126874821 126876232
"27853" "ENSG00000256287" 20014780 20098868
"27854" "ENSG00000256292" 127274467 127284283
"27855" "ENSG00000256294" 44112181 44134816
"27856" "ENSG00000256299" 130810821 130812622
"27857" "ENSG00000256304" 122322122 122324336
"27858" "ENSG00000256306" 13526854 13547582
"27859" "ENSG00000256310" 126524248 126524626
"27860" "ENSG00000256311" 119225834 119259017
"27861" "ENSG00000256312" 132190213 132190997
"27862" "ENSG00000256315" 115396756 115397658
"27863" "ENSG00000256321" 23099368 23191587
"27864" "ENSG00000256331" 7604350 7605214
"27865" "ENSG00000256338" 28315651 28316059
"27866" "ENSG00000256339" 14841092 14844708
"27867" "ENSG00000256340" 18571162 18598328
"27868" "ENSG00000256341" 64118272 64119210
"27869" "ENSG00000256342" 126095992 126103935
"27870" "ENSG00000256343" 130651371 130669233
"27871" "ENSG00000256347" 73248779 73249867
"27872" "ENSG00000256351" 109859767 109860420
"27873" "ENSG00000256361" 18511043 18511475
"27874" "ENSG00000256362" 127324155 127340072
"27875" "ENSG00000256364" 120697124 120699541
"27876" "ENSG00000256377" 27696388 27710770
"27877" "ENSG00000256379" 21903077 21904598
"27878" "ENSG00000256381" 4645496 4648027
"27879" "ENSG00000256389" 17589257 17615463
"27880" "ENSG00000256420" 66563967 66569194
"27881" "ENSG00000256422" 104445868 104609321
"27882" "ENSG00000256424" 131647113 131648121
"27883" "ENSG00000256427" 9246497 9257960
"27884" "ENSG00000256433" 6393905 6396148
"27885" "ENSG00000256436" 11030387 11031407
"27886" "ENSG00000256442" 9647014 9648009
"27887" "ENSG00000256443" 61539516 61542259
"27888" "ENSG00000256448" 73405297 73410682
"27889" "ENSG00000256458" 203328459 203329226
"27890" "ENSG00000256462" 5524976 5525742
"27891" "ENSG00000256463" 78980275 79002677
"27892" "ENSG00000256464" 18490243 18490955
"27893" "ENSG00000256469" 94874052 94925521
"27894" "ENSG00000256473" 23637973 23638487
"27895" "ENSG00000256481" 64081690 64087175
"27896" "ENSG00000256482" 24830421 24836558
"27897" "ENSG00000256484" 131366660 131371059
"27898" "ENSG00000256494" 126400792 126405528
"27899" "ENSG00000256499" 20120980 20129813
"27900" "ENSG00000256508" 69012283 69018447
"27901" "ENSG00000256512" 27798641 27800708
"27902" "ENSG00000256514" 67351572 67373584
"27903" "ENSG00000256525" 64477785 64497036
"27904" "ENSG00000256533" 114453064 114454123
"27905" "ENSG00000256537" 11171222 11176016
"27906" "ENSG00000256538" 34037438 34056740
"27907" "ENSG00000256540" 166856 182399
"27908" "ENSG00000256542" 132277349 132280900
"27909" "ENSG00000256546" 122063306 122068616
"27910" "ENSG00000256551" 128086985 128118132
"27911" "ENSG00000256552" 8320381 8369555
"27912" "ENSG00000256553" 21642889 21643578
"27913" "ENSG00000256557" 27608733 27609046
"27914" "ENSG00000256560" 109354083 109359488
"27915" "ENSG00000256564" 16567411 16573940
"27916" "ENSG00000256568" 73176694 73181696
"27917" "ENSG00000256569" 120721507 120723639
"27918" "ENSG00000256574" 45302654 45315608
"27919" "ENSG00000256576" 132186735 132189695
"27920" "ENSG00000256577" 203642 205094
"27921" "ENSG00000256582" 9704077 9709350
"27922" "ENSG00000256588" 18507608 18508820
"27923" "ENSG00000256591" 61429220 61485822
"27924" "ENSG00000256594" 9617284 9658412
"27925" "ENSG00000256596" 124206228 124209018
"27926" "ENSG00000256609" 119182048 119183259
"27927" "ENSG00000256612" 40924219 40950660
"27928" "ENSG00000256615" 21662313 21760032
"27929" "ENSG00000256616" 12073232 12076654
"27930" "ENSG00000256625" 27121910 27147664
"27931" "ENSG00000256626" 10040848 10045711
"27932" "ENSG00000256628" 101676475 101679217
"27933" "ENSG00000256633" 72584572 72587979
"27934" "ENSG00000256643" 128023788 128027166
"27935" "ENSG00000256650" 15112363 15114698
"27936" "ENSG00000256651" 10831074 10832016
"27937" "ENSG00000256654" 4909867 5026012
"27938" "ENSG00000256659" 128118217 128121952
"27939" "ENSG00000256660" 10010627 10018619
"27940" "ENSG00000256661" 8776219 8830947
"27941" "ENSG00000256663" 20551590 20553012
"27942" "ENSG00000256664" 68841946 68842384
"27943" "ENSG00000256667" 10588063 10599669
"27944" "ENSG00000256672" 674801 684127
"27945" "ENSG00000256673" 9398355 9414851
"27946" "ENSG00000256678" 68805011 68805479
"27947" "ENSG00000256682" 10894943 10896952
"27948" "ENSG00000256683" 51964343 51986856
"27949" "ENSG00000256684" 96508425 96514748
"27950" "ENSG00000256690" 62832234 62834043
"27951" "ENSG00000256691" 3462718 3463586
"27952" "ENSG00000256694" 164664 166321
"27953" "ENSG00000256695" 120389546 120395994
"27954" "ENSG00000256699" 129208601 129212662
"27955" "ENSG00000256704" 60009994 60011143
"27956" "ENSG00000256705" 101833435 101839531
"27957" "ENSG00000256712" 11166090 11171353
"27958" "ENSG00000256713" 61241042 61251448
"27959" "ENSG00000256720" 9135084 9135591
"27960" "ENSG00000256721" 2269776 2288937
"27961" "ENSG00000256725" 130628316 130716281
"27962" "ENSG00000256732" 126610034 126690318
"27963" "ENSG00000256734" 18450112 18450868
"27964" "ENSG00000256739" 72351347 72353210
"27965" "ENSG00000256742" 121580792 121593504
"27966" "ENSG00000256745" 94188449 94188997
"27967" "ENSG00000256746" 47270657 47272110
"27968" "ENSG00000256747" 27779821 27781067
"27969" "ENSG00000256750" 118758754 118761679
"27970" "ENSG00000256751" 14567750 14619755
"27971" "ENSG00000256757" 113405321 113412117
"27972" "ENSG00000256762" 45999250 45999694
"27973" "ENSG00000256763" 126168235 126171666
"27974" "ENSG00000256771" 19865886 19894674
"27975" "ENSG00000256779" 95037482 95039811
"27976" "ENSG00000256789" 63637677 63658962
"27977" "ENSG00000256797" 9881489 9895833
"27978" "ENSG00000256802" 29674990 29680957
"27979" "ENSG00000256803" 10015240 10030606
"27980" "ENSG00000256804" 132126461 132126764
"27981" "ENSG00000256806" 6651718 6693202
"27982" "ENSG00000256810" 131030570 131035487
"27983" "ENSG00000256811" 121856259 121857059
"27984" "ENSG00000256812" 55566672 55567687
"27985" "ENSG00000256813" 60841806 60851081
"27986" "ENSG00000256817" 9155881 9156372
"27987" "ENSG00000256824" 64035970 64103653
"27988" "ENSG00000256826" 64491523 64491789
"27989" "ENSG00000256847" 63243085 63244004
"27990" "ENSG00000256852" 24583561 24584549
"27991" "ENSG00000256862" 3871734 3910338
"27992" "ENSG00000256863" 63237957 63239114
"27993" "ENSG00000256870" 101155493 101210407
"27994" "ENSG00000256879" 20361732 20370262
"27995" "ENSG00000256884" 119174065 119176484
"27996" "ENSG00000256888" 10750234 10777444
"27997" "ENSG00000256894" 26125155 26126617
"27998" "ENSG00000256897" 47220218 47221751
"27999" "ENSG00000256898" 73921665 73922196
"28000" "ENSG00000256902" 2752597 2753132
"28001" "ENSG00000256906" 130070325 130072685
"28002" "ENSG00000256923" 22742582 22743091
"28003" "ENSG00000256925" 133083073 133088491
"28004" "ENSG00000256927" 126425990 126434008
"28005" "ENSG00000256928" 73395559 73396436
"28006" "ENSG00000256940" 64245964 64248217
"28007" "ENSG00000256943" 132275391 132278329
"28008" "ENSG00000256944" 60913166 60914052
"28009" "ENSG00000256948" 106524 111850
"28010" "ENSG00000256953" 15813493 15828274
"28011" "ENSG00000256955" 131857420 131864538
"28012" "ENSG00000256963" 121079842 121080124
"28013" "ENSG00000256967" 7129079 7131198
"28014" "ENSG00000256968" 6748703 6748981
"28015" "ENSG00000256969" 4020977 4026658
"28016" "ENSG00000256971" 127940595 127950160
"28017" "ENSG00000256972" 115333577 115340262
"28018" "ENSG00000256973" 22460519 22463914
"28019" "ENSG00000256982" 89046172 89052965
"28020" "ENSG00000256984" 31012503 31015806
"28021" "ENSG00000256994" 17509353 17589992
"28022" "ENSG00000256995" 22699859 23174125
"28023" "ENSG00000257000" 132077803 132080460
"28024" "ENSG00000257002" 62909546 62918361
"28025" "ENSG00000257008" 74367407 74372622
"28026" "ENSG00000257009" 25585994 25592928
"28027" "ENSG00000257016" 10551266 10551535
"28028" "ENSG00000257017" 72054592 72061055
"28029" "ENSG00000257022" 21827210 21887957
"28030" "ENSG00000257023" 22609228 22625015
"28031" "ENSG00000257027" 9658567 9662085
"28032" "ENSG00000257038" 73307235 73309361
"28033" "ENSG00000257042" 27958517 27969813
"28034" "ENSG00000257043" 18665050 18665548
"28035" "ENSG00000257045" 199325310 199329362
"28036" "ENSG00000257048" 3367833 3371346
"28037" "ENSG00000257052" 60906789 60909742
"28038" "ENSG00000257056" 28783491 28785787
"28039" "ENSG00000257057" 94512432 94532123
"28040" "ENSG00000257067" 115932774 115942995
"28041" "ENSG00000257069" 64291722 64304769
"28042" "ENSG00000257083" 67035508 67096406
"28043" "ENSG00000257084" 6963246 6964447
"28044" "ENSG00000257086" 64246939 64249494
"28045" "ENSG00000257093" 141656728 141702153
"28046" "ENSG00000257095" 119031039 119116961
"28047" "ENSG00000257096" 21521083 21522660
"28048" "ENSG00000257097" 122395542 122400857
"28049" "ENSG00000257103" 34172504 34229515
"28050" "ENSG00000257114" 42692216 42717119
"28051" "ENSG00000257122" 22418672 22437715
"28052" "ENSG00000257126" 28729083 28765277
"28053" "ENSG00000257129" 107910403 107912620
"28054" "ENSG00000257135" 10448694 10451327
"28055" "ENSG00000257137" 52205556 52213583
"28056" "ENSG00000257139" 70180338 70202004
"28057" "ENSG00000257141" 107832858 107835030
"28058" "ENSG00000257150" 95551582 95673999
"28059" "ENSG00000257155" 31558507 31561334
"28060" "ENSG00000257159" 57967058 57968399
"28061" "ENSG00000257164" 42646583 42686701
"28062" "ENSG00000257167" 98512973 98516422
"28063" "ENSG00000257176" 29280418 29317848
"28064" "ENSG00000257178" 48579630 48582259
"28065" "ENSG00000257181" 68841288 68843237
"28066" "ENSG00000257183" 74248637 74283669
"28067" "ENSG00000257184" 27163535 27180013
"28068" "ENSG00000257185" 26809417 26836458
"28069" "ENSG00000257193" 104170395 104177659
"28070" "ENSG00000257194" 90107739 90112779
"28071" "ENSG00000257198" 34832295 34838586
