"","GeneSymbol","LevelOfConfidence","ModeOfInheritance","ModeOfPathogenicity"
"1534","CTTNBP2","LowEvidence",NA,NA
"1535","CUL3","LowEvidence",NA,NA
"1536","CUL7","LowEvidence","biallelic",NA
"1537","CUX2","LowEvidence",NA,NA
"1538","CWC27","LowEvidence","biallelic",NA
"1539","CXorf58","LowEvidence","xlinked_biallelic",NA
"1540","DAB1","LowEvidence",NA,NA
"1541","DACT1","LowEvidence","monoallelic",NA
"1542","DCHS2","LowEvidence",NA,NA
"1543","DCTN1","LowEvidence","Other - please specify in evaluation comments",NA
"1544","DDHD1","LowEvidence","biallelic",NA
"1545","DDR2","LowEvidence","biallelic",NA
"1546","DDX58","LowEvidence",NA,NA
"1547","DECR1","LowEvidence","biallelic",NA
"1548","DGKH","LowEvidence",NA,NA
"1549","DHODH","LowEvidence","biallelic",NA
"1550","DHRSX","LowEvidence","xlinked_monoallelic",NA
"1551","DIAPH2","LowEvidence","xlinked_monoallelic",NA
"1552","DLGAP2","LowEvidence",NA,NA
"1553","DMPK","LowEvidence","monoallelic","Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments"
"1554","DMXL2","LowEvidence","biallelic",NA
"1555","DNA2","LowEvidence","biallelic",NA
"1556","DNAJC3","LowEvidence",NA,NA
"1557","DNM2","LowEvidence","monoallelic_and_biallelic",NA
"1558","DNMT1","LowEvidence","monoallelic",NA
"1559","DOCK11","LowEvidence","xlinked_monoallelic",NA
"1560","DOCK3","LowEvidence","biallelic",NA
"1561","DPF1","LowEvidence",NA,NA
"1562","DPF3","LowEvidence",NA,NA
"1563","DPM2","LowEvidence","biallelic",NA
"1564","DRD2","LowEvidence","unknown",NA
"1565","DSCAM","LowEvidence",NA,NA
"1566","DST","LowEvidence",NA,NA
"1567","DVL3","LowEvidence","monoallelic",NA
"1568","EDNRB","LowEvidence","monoallelic_not_imprinted",NA
"1569","EFHC1","LowEvidence","unknown",NA
"1570","EFNB1","LowEvidence","xlinked_monoallelic",NA
"1571","EGR2","LowEvidence","monoallelic",NA
"1572","EIF4G1","LowEvidence","monoallelic",NA
"1573","ELK1","LowEvidence","xlinked_monoallelic",NA
"1574","ELOVL5","LowEvidence","monoallelic",NA
"1575","EN2","LowEvidence",NA,NA
"1576","ENOX2","LowEvidence","xlinked_monoallelic",NA
"1577","ENTPD1","LowEvidence","biallelic",NA
"1578","EOMES","LowEvidence","biallelic",NA
"1579","EPM2A","LowEvidence","biallelic",NA
"1580","EPPK1","LowEvidence",NA,NA
"1581","ESX1","LowEvidence","xlinked_monoallelic",NA
"1582","EXT1","LowEvidence","monoallelic",NA
"1583","F5","LowEvidence",NA,NA
"1584","FAH","LowEvidence","biallelic",NA
"1585","FAM111B","LowEvidence","monoallelic",NA
"1586","FAM47B","LowEvidence","xlinked_monoallelic",NA
"1587","FAM58A","LowEvidence","xlinked_monoallelic",NA
"1588","FANCB","LowEvidence","xlinked_monoallelic",NA
"1589","FASN","LowEvidence","biallelic",NA
"1590","FBLN5","LowEvidence",NA,NA
"1591","FBN2","LowEvidence","monoallelic","Other - please provide details in the comments "
"1592","FBXO25","LowEvidence","monoallelic_not_imprinted",NA
"1593","FBXO7","LowEvidence","biallelic",NA
"1594","FBXO8","LowEvidence",NA,NA
"1595","FDXR","LowEvidence",NA,NA
"1596","FGD4","LowEvidence","biallelic",NA
"1597","FGFR1","LowEvidence","monoallelic",NA
"1598","FGFR3","LowEvidence","monoallelic_and_biallelic",NA
"1599","FIBP","LowEvidence","biallelic",NA
"1600","FKBP6","LowEvidence","monoallelic",NA
"1601","FKBPL","LowEvidence",NA,NA
"1602","FLAD1","LowEvidence","biallelic",NA
"1603","FOXP3","LowEvidence","xlinked_biallelic",NA
"1604","FREM1","LowEvidence","biallelic",NA
"1605","FRMD7","LowEvidence","xlinked_biallelic",NA
"1606","FRY","LowEvidence","biallelic",NA
"1607","FZD3","LowEvidence",NA,NA
"1608","G6PC3","LowEvidence",NA,NA
"1609","GAB3","LowEvidence","xlinked_monoallelic",NA
"1610","GABRA5","LowEvidence",NA,NA
"1611","GABRG3","LowEvidence",NA,NA
"1612","GABRQ","LowEvidence","unknown",NA
"1613","GAD1","LowEvidence","biallelic",NA
"1614","GALNS","LowEvidence","biallelic",NA
"1615","GAN","LowEvidence",NA,NA
"1616","GBE1","LowEvidence",NA,NA
"1617","GCK","LowEvidence",NA,NA
"1618","GCSH","LowEvidence","biallelic",NA
"1619","GDAP1","LowEvidence","biallelic",NA
"1620","GEMIN4","LowEvidence","biallelic",NA
"1621","GIGYF2","LowEvidence",NA,NA
"1622","GLRA1","LowEvidence","monoallelic",NA
"1623","GLRA2","LowEvidence","xlinked_monoallelic",NA
"1624","GLUD1","LowEvidence","monoallelic","Other - please provide details in the comments "
"1625","GNAL","LowEvidence","monoallelic",NA
"1626","GON4L","LowEvidence","biallelic",NA
"1627","GORAB","LowEvidence","biallelic",NA
"1628","GOSR2","LowEvidence","biallelic",NA
"1629","GPHN","LowEvidence","biallelic",NA
"1630","GPRASP1","LowEvidence","xlinked_monoallelic",NA
"1631","GRB14","LowEvidence",NA,NA
"1632","GRIP1","LowEvidence",NA,NA
"1633","GRN","LowEvidence","monoallelic",NA
"1634","GSPT2","LowEvidence","xlinked_biallelic",NA
"1635","GTF3C3","LowEvidence","biallelic",NA
"1636","GTPBP8","LowEvidence",NA,NA
"1637","GYS2","LowEvidence",NA,NA
"1638","H3F3A","LowEvidence",NA,NA
"1639","H3F3B","LowEvidence",NA,NA
"1640","HARS2","LowEvidence",NA,NA
"1641","HAUS7","LowEvidence","xlinked_monoallelic",NA
"1642","HDAC6","LowEvidence",NA,NA
"1643","HEPACAM","LowEvidence","monoallelic_and_more_severe_biallelic",NA
"1644","HERC2","LowEvidence","biallelic",NA
"1645","HIST1H4B","LowEvidence","biallelic",NA
"1646","HIST3H3","LowEvidence","biallelic",NA
"1647","HK1","LowEvidence","biallelic",NA
"1648","HMGB3","LowEvidence","xlinked_biallelic",NA
"1649","HOXD10","LowEvidence",NA,NA
"1650","HS6ST2","LowEvidence","xlinked_monoallelic",NA
"1651","IARS2","LowEvidence","biallelic",NA
"1652","IFNAR2","LowEvidence",NA,NA
"1653","IFT140","LowEvidence","biallelic",NA
"1654","IGBP1","LowEvidence","xlinked_biallelic",NA
"1655","IGHMBP2","LowEvidence","biallelic",NA
"1656","IGSF1","LowEvidence","xlinked_biallelic",NA
"1657","IL3RA","LowEvidence","xlinked_monoallelic",NA
"1658","ILF2","LowEvidence",NA,NA
"1659","INF2","LowEvidence",NA,NA
"1660","INPP4A","LowEvidence","biallelic",NA
"1661","INSR","LowEvidence",NA,NA
"1662","INTS1","LowEvidence","biallelic",NA
"1663","INTS6","LowEvidence",NA,NA
"1664","INTS6L","LowEvidence","xlinked_monoallelic",NA
"1665","INTS8","LowEvidence","biallelic",NA
"1666","IRAK1","LowEvidence","unknown",NA
"1667","ISCA2","LowEvidence","biallelic",NA
"1668","ITGA3","LowEvidence","biallelic",NA
"1669","ITGA4","LowEvidence","unknown",NA
"1670","ITGB6","LowEvidence","biallelic",NA
"1671","ITIH6","LowEvidence","unknown",NA
"1672","ITPA","LowEvidence","biallelic",NA
"1673","KANK1","LowEvidence","Other - please specify in evaluation comments",NA
"1674","KAT5","LowEvidence",NA,NA
"1675","KATNAL2","LowEvidence",NA,NA
"1676","KCNA1","LowEvidence","monoallelic",NA
"1677","KCND1","LowEvidence","xlinked_monoallelic",NA
"1678","KCNE1","LowEvidence","monoallelic","Other - please provide details in the comments"
"1679","KCNH5","LowEvidence","monoallelic",NA
"1680","KCNK12","LowEvidence","unknown",NA
"1681","KCNMA1","LowEvidence","monoallelic",NA
"1682","KCTD3","LowEvidence","biallelic",NA
"1683","KDM3B","LowEvidence",NA,NA
"1684","KDM5A","LowEvidence","unknown",NA
"1685","KDM6B","LowEvidence","biallelic",NA
"1686","KIF14","LowEvidence","biallelic",NA
"1687","KIF1C","LowEvidence","biallelic",NA
"1688","KIF21A","LowEvidence",NA,NA
"1689","KIF26B","LowEvidence","monoallelic",NA
"1690","KIF4A","LowEvidence","xlinked_biallelic",NA
"1691","KLF8","LowEvidence","xlinked_monoallelic",NA
"1692","KLHL21","LowEvidence",NA,NA
"1693","KLHL34","LowEvidence","xlinked_monoallelic",NA
"1694","KLHL4","LowEvidence","xlinked_monoallelic",NA
"1695","KLHL7","LowEvidence","biallelic",NA
"1696","KMT2E","LowEvidence",NA,NA
"1697","KMT5B","LowEvidence","monoallelic_not_imprinted",NA
"1698","KRIT1","LowEvidence","monoallelic_not_imprinted",NA
"1699","LARS2","LowEvidence",NA,NA
"1700","LAS1L","LowEvidence","xlinked_biallelic",NA
"1701","LBR","LowEvidence","biallelic",NA
"1702","LGI1","LowEvidence","monoallelic_not_imprinted",NA
"1703","LHFPL3","LowEvidence",NA,NA
"1704","LIMK1","LowEvidence",NA,NA
"1705","LITAF","LowEvidence","monoallelic",NA
"1706","LOXHD1","LowEvidence","monoallelic_and_biallelic",NA
"1707","LRAT","LowEvidence","biallelic",NA
"1708","LRP1","LowEvidence",NA,NA
"1709","LRRK1","LowEvidence",NA,NA
"1710","LRRK2","LowEvidence","monoallelic",NA
"1711","LYST","LowEvidence","biallelic",NA
"1712","MACC1","LowEvidence","unknown",NA
"1713","MADD","LowEvidence",NA,NA
"1714","MAFB","LowEvidence","monoallelic","Other - please provide details in the comments"
"1715","MAGEA11","LowEvidence","xlinked_monoallelic",NA
"1716","MAGEB1","LowEvidence","xlinked_monoallelic",NA
"1717","MAGEB10","LowEvidence","xlinked_monoallelic",NA
"1718","MAGEB2","LowEvidence","xlinked_monoallelic",NA
"1719","MAGEC1","LowEvidence","xlinked_monoallelic",NA
"1720","MAGEC3","LowEvidence","xlinked_monoallelic",NA
"1721","MAGED1","LowEvidence","xlinked_biallelic",NA
"1722","MAGEE2","LowEvidence","xlinked_monoallelic",NA
"1723","MAGI2","LowEvidence","monoallelic_not_imprinted",NA
"1724","MAGIX","LowEvidence","xlinked_monoallelic",NA
"1725","MAGT1","LowEvidence","xlinked_biallelic",NA
"1726","MAOB","LowEvidence","xlinked_monoallelic",NA
"1727","MAP3K15","LowEvidence","xlinked_monoallelic",NA
"1728","MAP7D3","LowEvidence","xlinked_monoallelic",NA
"1729","MAPT","LowEvidence","monoallelic",NA
"1730","MARS2","LowEvidence","biallelic",NA
"1731","MBNL3","LowEvidence","xlinked_monoallelic",NA
"1732","MCEE","LowEvidence","biallelic",NA
"1733","MCM9","LowEvidence",NA,NA
"1734","MECR","LowEvidence","biallelic",NA
"1735","MEGF10","LowEvidence","biallelic",NA
"1736","MEGF8","LowEvidence","biallelic",NA
"1737","MEIS2","LowEvidence","monoallelic_not_imprinted",NA
"1738","MET","LowEvidence",NA,NA
"1739","MGAT5B","LowEvidence",NA,NA
"1740","MIB1","LowEvidence",NA,NA
"1741","MITF","LowEvidence","monoallelic",NA
"1742","MLH1","LowEvidence","biallelic",NA
"1743","MMP21","LowEvidence","biallelic",NA
"1744","MORC4","LowEvidence","xlinked_monoallelic",NA
"1745","MPDZ","LowEvidence","biallelic",NA
"1746","MPV17","LowEvidence","biallelic",NA
"1747","MPZ","LowEvidence","monoallelic",NA
"1748","MRAP","LowEvidence",NA,NA
"1749","MRE11","LowEvidence","biallelic",NA
"1750","MT-ATP6","LowEvidence","mitochondrial",NA
"1751","MT-ND1","LowEvidence","mitochondrial",NA
"1752","MT-ND4","LowEvidence","mitochondrial",NA
"1753","MT-TK","LowEvidence","mitochondrial",NA
"1754","MT-TP","LowEvidence","mitochondrial",NA
"1755","MTF1","LowEvidence","monoallelic_not_imprinted",NA
"1756","MTFMT","LowEvidence","biallelic",NA
"1757","MTM1","LowEvidence",NA,NA
"1758","MTMR1","LowEvidence","xlinked_monoallelic",NA
"1759","MTMR14","LowEvidence","monoallelic",NA
"1760","MTMR2","LowEvidence","biallelic",NA
"1761","MTMR8","LowEvidence","xlinked_monoallelic",NA
"1762","MTPAP","LowEvidence","biallelic",NA
"1763","MTTP","LowEvidence","biallelic",NA
"1764","MXRA5","LowEvidence","xlinked_monoallelic",NA
"1765","MYBPC1","LowEvidence","monoallelic_and_biallelic",NA
"1766","MYH10","LowEvidence","monoallelic",NA
"1767","MYH3","LowEvidence","monoallelic",NA
"1768","MYO1D","LowEvidence",NA,NA
"1769","MYO1G","LowEvidence",NA,NA
"1770","MYO7A","LowEvidence","biallelic",NA
"1771","NADK2","LowEvidence","biallelic",NA
"1772","NCKAP1","LowEvidence",NA,NA
"1773","NDN","LowEvidence","monoallelic_maternally_imprinted",NA
"1774","NDRG1","LowEvidence","monoallelic",NA
"1775","NDUFA10","LowEvidence","biallelic",NA
"1776","NDUFA11","LowEvidence",NA,NA
"1777","NDUFA12","LowEvidence","biallelic",NA
"1778","NDUFA9","LowEvidence","biallelic",NA
"1779","NDUFAF3","LowEvidence","biallelic",NA
"1780","NDUFAF5","LowEvidence","biallelic",NA
"1781","NDUFS2","LowEvidence","biallelic",NA
"1782","NDUFS3","LowEvidence","biallelic",NA
"1783","NEB","LowEvidence","biallelic",NA
"1784","NECAB2","LowEvidence",NA,NA
"1785","NECTIN1","LowEvidence",NA,NA
"1786","NEDD4L","LowEvidence","monoallelic_not_imprinted",NA
"1787","NEFL","LowEvidence","monoallelic_and_biallelic",NA
"1788","NGF","LowEvidence",NA,NA
"1789","NHEJ1","LowEvidence","biallelic",NA
"1790","NHLRC1","LowEvidence","biallelic",NA
"1791","NHP2","LowEvidence","biallelic",NA
"1792","NIPA1","LowEvidence","monoallelic",NA
"1793","NKAP","LowEvidence","xlinked_monoallelic",NA
"1794","NKX2-5","LowEvidence","monoallelic",NA
"1795","NLGN4X","LowEvidence","xlinked_biallelic",NA
"1796","NLRP3","LowEvidence","monoallelic",NA
"1797","NOP56","LowEvidence","monoallelic",NA
"1798","NPHS2","LowEvidence","biallelic",NA
"1799","NPR3","LowEvidence",NA,NA
"1800","NR1I3","LowEvidence","monoallelic_not_imprinted",NA
"1801","NRK","LowEvidence","xlinked_monoallelic",NA
"1802","NRXN3","LowEvidence","monoallelic_not_imprinted",NA
"1803","NTM","LowEvidence",NA,NA
"1804","NTNG1","LowEvidence",NA,NA
"1805","NUP188","LowEvidence",NA,NA
"1806","NXF4","LowEvidence","xlinked_monoallelic",NA
"1807","NXF5","LowEvidence","xlinked_monoallelic",NA
"1808","OBSL1","LowEvidence","biallelic",NA
"1809","ODF2L","LowEvidence",NA,NA
"1810","OR5M1","LowEvidence","biallelic",NA
"1811","ORC1","LowEvidence","biallelic",NA
"1812","ORC4","LowEvidence","biallelic",NA
"1813","OXCT1","LowEvidence","biallelic",NA
"1814","P2RY4","LowEvidence","xlinked_monoallelic",NA
"1815","P2RY8","LowEvidence","xlinked_monoallelic",NA
"1816","P3H1","LowEvidence","biallelic",NA
"1817","P4HB","LowEvidence","monoallelic_not_imprinted",NA
"1818","PABPC5","LowEvidence","xlinked_monoallelic",NA
"1819","PALB2","LowEvidence","biallelic",NA
"1820","PANK2","LowEvidence","biallelic",NA
"1821","PARK7","LowEvidence","biallelic",NA
"1822","PARP1","LowEvidence","biallelic",NA
"1823","PASD1","LowEvidence","xlinked_monoallelic",NA
"1824","PAX2","LowEvidence","monoallelic",NA
"1825","PAX7","LowEvidence",NA,NA
"1826","PBRM1","LowEvidence",NA,NA
"1827","PBX1","LowEvidence","monoallelic_not_imprinted",NA
"1828","PCBD1","LowEvidence","biallelic",NA
"1829","PCDH10","LowEvidence",NA,NA
"1830","PCDH12","LowEvidence","biallelic",NA
"1831","PCLO","LowEvidence","biallelic",NA
"1832","PCYT1A","LowEvidence","biallelic",NA
"1833","PDCD10","LowEvidence","monoallelic_not_imprinted",NA
"1834","PDGFB","LowEvidence","monoallelic",NA
"1835","PDYN","LowEvidence","monoallelic",NA
"1836","PECR","LowEvidence","biallelic",NA
"1837","PGRMC1","LowEvidence","xlinked_monoallelic",NA
"1838","PHACTR1","LowEvidence",NA,NA
"1839","PHC1","LowEvidence","biallelic",NA
"1840","PHF10","LowEvidence",NA,NA
"1841","PHKA1","LowEvidence","xlinked_monoallelic",NA
"1842","PHKA2","LowEvidence",NA,NA
"1843","PHKG2","LowEvidence",NA,NA
"1844","PHOX2B","LowEvidence","monoallelic_not_imprinted",NA
"1845","PIEZO2","LowEvidence","monoallelic",NA
"1846","PIGC","LowEvidence","biallelic",NA
"1847","PIGQ","LowEvidence","biallelic",NA
"1848","PIGW","LowEvidence","biallelic",NA
"1849","PIGY","LowEvidence","biallelic",NA
"1850","PIK3C3","LowEvidence",NA,NA
"1851","PIN4","LowEvidence","xlinked_monoallelic",NA
"1852","PINK1","LowEvidence","biallelic",NA
"1853","PJA1","LowEvidence","xlinked_monoallelic",NA
"1854","PLCE1","LowEvidence","biallelic",NA
"1855","PLCXD1","LowEvidence","xlinked_monoallelic",NA
"1856","PLEC","LowEvidence","biallelic",NA
"1857","PLOD1","LowEvidence","biallelic",NA
"1858","PLOD3","LowEvidence","biallelic",NA
"1859","PLXNB3","LowEvidence","xlinked_monoallelic",NA
"1860","PMP22","LowEvidence","monoallelic",NA
"1861","PNKD","LowEvidence","monoallelic",NA
"1862","PNP","LowEvidence",NA,NA
"1863","POC1A","LowEvidence","biallelic",NA
"1864","POGLUT1","LowEvidence",NA,NA
"1865","POLA1","LowEvidence","xlinked_biallelic",NA
"1866","PPOX","LowEvidence",NA,NA
"1867","PPP1R15B","LowEvidence","biallelic",NA
"1868","PPP1R1B","LowEvidence",NA,NA
"1869","PPP2R2B","LowEvidence","Other - please specify in evaluation comments",NA
"1870","PPP3CA","LowEvidence","monoallelic_not_imprinted",NA
"1871","PRDX4","LowEvidence","xlinked_monoallelic",NA
"1872","PREPL","LowEvidence","biallelic",NA
"1873","PRICKLE1","LowEvidence","monoallelic_and_biallelic",NA
"1874","PRICKLE2","LowEvidence","monoallelic",NA
"1875","PRICKLE3","LowEvidence","xlinked_monoallelic",NA
"1876","PRKAR1A","LowEvidence","monoallelic","Other - please provide details in the comments "
"1877","PRKCG","LowEvidence","monoallelic",NA
"1878","PRKN","LowEvidence","biallelic",NA
"1879","PRKRA","LowEvidence","biallelic",NA
"1880","PRMT9","LowEvidence","biallelic",NA
"1881","PROX2","LowEvidence",NA,NA
"1882","PRRG1","LowEvidence","xlinked_monoallelic",NA
"1883","PRRG3","LowEvidence","xlinked_monoallelic",NA
"1884","PRX","LowEvidence","biallelic",NA
"1885","PSAT1","LowEvidence","biallelic",NA
"1886","PSEN1","LowEvidence","monoallelic",NA
"1887","PSMA7","LowEvidence",NA,NA
"1888","PSMD10","LowEvidence","xlinked_monoallelic",NA
"1889","PTPN21","LowEvidence",NA,NA
"1890","PUDP","LowEvidence","xlinked_monoallelic",NA
"1891","PYGL","LowEvidence","biallelic",NA
"1892","QKI","LowEvidence","monoallelic_not_imprinted",NA
"1893","RAB27A","LowEvidence",NA,NA
"1894","RAB40AL","LowEvidence","xlinked_biallelic",NA
"1895","RABL6","LowEvidence","biallelic",NA
"1896","RAD50","LowEvidence","biallelic",NA
"1897","RAD51","LowEvidence","monoallelic_not_imprinted",NA
"1898","RAD51C","LowEvidence","biallelic",NA
"1899","RALGDS","LowEvidence","biallelic",NA
"1900","RANBP17","LowEvidence",NA,NA
"1901","RANBP2","LowEvidence","monoallelic_not_imprinted",NA
"1902","RAPGEF1","LowEvidence",NA,NA
"1903","RAPSN","LowEvidence","biallelic",NA
"1904","RBFOX1","LowEvidence",NA,NA
"1905","RBM28","LowEvidence","biallelic",NA
"1906","RBM8A","LowEvidence","biallelic",NA
"1907","RECQL4","LowEvidence","biallelic",NA
"1908","REEP1","LowEvidence","monoallelic",NA
"1909","REEP2","LowEvidence","monoallelic_and_biallelic",NA
"1910","RENBP","LowEvidence","xlinked_monoallelic",NA
"1911","RET","LowEvidence","monoallelic",NA
"1912","RFX6","LowEvidence","biallelic",NA
"1913","RGN","LowEvidence","xlinked_monoallelic",NA
"1914","RGS7","LowEvidence","biallelic",NA
"1915","RHEB","LowEvidence","monoallelic",NA
"1916","RIMS1","LowEvidence",NA,NA
"1917","RIPK4","LowEvidence","biallelic",NA
"1918","RNF113A","LowEvidence","xlinked_monoallelic",NA
"1919","RNF168","LowEvidence","biallelic",NA
"1920","RNF216","LowEvidence","biallelic",NA
"1921","RPGR","LowEvidence","xlinked_monoallelic",NA
"1922","RRAS","LowEvidence","monoallelic",NA
"1923","RTL9","LowEvidence","xlinked_monoallelic",NA
"1924","RTN2","LowEvidence","monoallelic",NA
"1925","RUBCN","LowEvidence","biallelic",NA
"1926","RYR1","LowEvidence","biallelic",NA
"1927","RYR3","LowEvidence","monoallelic_not_imprinted",NA
"1928","SBF2","LowEvidence","biallelic",NA
"1929","SCAPER","LowEvidence","biallelic",NA
"1930","SCARB2","LowEvidence","biallelic",NA
"1931","SCN1B","LowEvidence","monoallelic_not_imprinted",NA
"1932","SCN9A","LowEvidence","monoallelic_and_biallelic","Other - please provide details in the comments "
"1933","SCRIB","LowEvidence","monoallelic_not_imprinted",NA
"1934","SELENOI","LowEvidence",NA,NA
"1935","SETDB2","LowEvidence",NA,NA
"1936","SETX","LowEvidence","monoallelic_and_biallelic","Other - please provide details in the comments "
"1937","SF3B4","LowEvidence","monoallelic",NA
"1938","SGCA","LowEvidence",NA,NA
"1939","SGCE","LowEvidence","monoallelic",NA
"1940","SH3TC2","LowEvidence","biallelic",NA
"1941","SHOX","LowEvidence","unknown",NA
"1942","SHROOM2","LowEvidence","xlinked_monoallelic",NA
"1943","SIGMAR1","LowEvidence","Other - please specify in evaluation comments",NA
"1944","SLC20A2","LowEvidence","monoallelic",NA
"1945","SLC22A5","LowEvidence","biallelic",NA
"1946","SLC25A13","LowEvidence",NA,NA
"1947","SLC25A19","LowEvidence","biallelic",NA
"1948","SLC25A20","LowEvidence","biallelic",NA
"1949","SLC25A24","LowEvidence",NA,NA
"1950","SLC25A53","LowEvidence","xlinked_monoallelic",NA
"1951","SLC25A6","LowEvidence","xlinked_monoallelic",NA
"1952","SLC26A9","LowEvidence",NA,NA
"1953","SLC2A10","LowEvidence","biallelic",NA
"1954","SLC30A9","LowEvidence","biallelic",NA
"1955","SLC31A1","LowEvidence","biallelic",NA
"1956","SLC52A3","LowEvidence","biallelic",NA
"1957","SLC5A2","LowEvidence",NA,NA
"1958","SLC6A4","LowEvidence",NA,NA
"1959","SLC6A5","LowEvidence","monoallelic_and_biallelic",NA
"1960","SLC7A7","LowEvidence",NA,NA
"1961","SLC9A9","LowEvidence","monoallelic_not_imprinted",NA
"1962","SMARCA1","LowEvidence","xlinked_monoallelic",NA
"1963","SMARCAL1","LowEvidence","biallelic",NA
"1964","SMARCC1","LowEvidence",NA,NA
"1965","SMARCC2","LowEvidence",NA,NA
"1966","SMARCD1","LowEvidence",NA,NA
"1967","SMARCD3","LowEvidence",NA,NA
"1968","SMO","LowEvidence","monoallelic","Other - please provide details in the comments"
"1969","SNCA","LowEvidence","monoallelic",NA
"1970","SNIP1","LowEvidence","biallelic",NA
"1971","SNTG1","LowEvidence",NA,NA
"1972","SNX3","LowEvidence","monoallelic_not_imprinted",NA
"1973","SOBP","LowEvidence","biallelic",NA
"1974","SPAST","LowEvidence","monoallelic",NA
"1975","SPG21","LowEvidence","biallelic",NA
"1976","SPG7","LowEvidence","monoallelic_and_biallelic",NA
"1977","SPRTN","LowEvidence",NA,NA
"1978","SPRY3","LowEvidence","xlinked_monoallelic",NA
"1979","SPTLC1","LowEvidence",NA,NA
"1980","SPTLC2","LowEvidence","monoallelic",NA
"1981","SREBF2","LowEvidence",NA,NA
"1982","SRPX2","LowEvidence","xlinked_biallelic",NA
"1983","STAB2","LowEvidence",NA,NA
"1984","STARD8","LowEvidence","xlinked_monoallelic",NA
"1985","STAT5B","LowEvidence",NA,NA
"1986","STT3B","LowEvidence","biallelic",NA
"1987","STUB1","LowEvidence","biallelic",NA
"1988","STX11","LowEvidence",NA,NA
"1989","STX3","LowEvidence","unknown",NA
"1990","SVBP","LowEvidence","unknown",NA
"1991","SYNCRIP","LowEvidence",NA,NA
"1992","SYNE1","LowEvidence","biallelic",NA
"1993","SYT14","LowEvidence",NA,NA
"1994","SYTL4","LowEvidence","xlinked_monoallelic",NA
"1995","SYTL5","LowEvidence","xlinked_monoallelic",NA
"1996","TACO1","LowEvidence","biallelic",NA
"1997","TAF2","LowEvidence","biallelic",NA
"1998","TAF7L","LowEvidence","xlinked_monoallelic",NA
"1999","TANC2","LowEvidence",NA,NA
"2000","TAOK1","LowEvidence",NA,NA
"2001","TARDBP","LowEvidence","monoallelic",NA
"2002","TBC1D8B","LowEvidence","xlinked_monoallelic",NA
"2003","TBP","LowEvidence","Other - please specify in evaluation comments",NA
"2004","TCEAL3","LowEvidence","xlinked_monoallelic",NA
"2005","TCOF1","LowEvidence","monoallelic",NA
"2006","TCP10L2","LowEvidence",NA,NA
"2007","TCTN1","LowEvidence","biallelic",NA
"2008","TECR","LowEvidence",NA,NA
"2009","TENM1","LowEvidence",NA,NA
"2010","TEPSIN","LowEvidence",NA,NA
"2011","TFAP2A","LowEvidence","monoallelic","Other - please provide details in the comments "
"2012","TFAP2B","LowEvidence","monoallelic","Other - please provide details in the comments "
"2013","TFB2M","LowEvidence","biallelic",NA
"2014","TFE3","LowEvidence",NA,NA
"2015","TFG","LowEvidence","biallelic",NA
"2016","TGDS","LowEvidence","biallelic",NA
"2017","TGFBR1","LowEvidence",NA,NA
"2018","TGFBR2","LowEvidence",NA,NA
"2019","TGM6","LowEvidence","monoallelic",NA
"2020","THAP1","LowEvidence","monoallelic_not_imprinted",NA
"2021","THUMPD1","LowEvidence",NA,NA
"2022","TIMM8A","LowEvidence","xlinked_biallelic",NA
"2023","TINF2","LowEvidence","monoallelic",NA
"2024","TK2","LowEvidence","biallelic",NA
"2025","TKTL1","LowEvidence","xlinked_monoallelic",NA
"2026","TLR8","LowEvidence","xlinked_monoallelic",NA
"2027","TM4SF20","LowEvidence","monoallelic",NA
"2028","TMEM132E","LowEvidence",NA,NA
"2029","TMEM135","LowEvidence","biallelic",NA
"2030","TMEM260","LowEvidence",NA,NA
"2031","TMLHE","LowEvidence","xlinked_biallelic",NA
"2032","TNKS2","LowEvidence",NA,NA
"2033","TNPO2","LowEvidence",NA,NA
"2034","TNRC6B","LowEvidence",NA,NA
"2035","TOR1A","LowEvidence","monoallelic",NA
"2036","TPH2","LowEvidence",NA,NA
"2037","TPK1","LowEvidence",NA,NA
"2038","TRAK1","LowEvidence",NA,NA
"2039","TRAPPC12","LowEvidence",NA,NA
"2040","TRAPPC6A","LowEvidence","biallelic",NA
"2041","TREX2","LowEvidence","xlinked_monoallelic",NA
"2042","TRHR","LowEvidence",NA,NA
"2043","TRIM37","LowEvidence","biallelic",NA
"2044","TRIP13","LowEvidence","biallelic",NA
"2045","TSC22D3","LowEvidence","xlinked_monoallelic",NA
"2046","TSPAN8","LowEvidence","unknown",NA
"2047","TTBK2","LowEvidence","monoallelic",NA
"2048","TTC7A","LowEvidence","biallelic",NA
"2049","TTN","LowEvidence",NA,NA
"2050","TTPA","LowEvidence","biallelic",NA
"2051","TTR","LowEvidence",NA,NA
"2052","TUBAL3","LowEvidence","biallelic",NA
"2053","TUFM","LowEvidence","biallelic",NA
"2054","UBR4","LowEvidence",NA,NA
"2055","UBR7","LowEvidence","biallelic",NA
"2056","UNC13A","LowEvidence","monoallelic_not_imprinted",NA
"2057","UQCRB","LowEvidence","biallelic",NA
"2058","UQCRQ","LowEvidence","biallelic",NA
"2059","USP18","LowEvidence",NA,NA
"2060","USP7","LowEvidence",NA,NA
"2061","UTP14A","LowEvidence","xlinked_monoallelic",NA
"2062","VAMP7","LowEvidence","xlinked_monoallelic",NA
